河北,廊坊,（出租）紧邻富士康，厂房仓库有院子,区域：安次 龙河高新区 ,地段：紧邻富士康，富士康东侧附近,面积：230㎡,租金：1元/㎡/天  
河北,廊坊,（出租）南环路西永丰村库房出租,区域：安次 红星美凯龙 ,地段：南环路与廊泊路西永丰村附近,面积：350㎡,租金：2000  
河北,廊坊,（出租）阳光佳和韩营村南口平房仓库224平米,区域：开发区 阳光佳和 ,地段：韩营村南口平房附近,面积：224㎡,租金：1200元/月  
河北,廊坊,（出租）出租安次区西昌路祖各庄西口仓库条件优越交通便利！,区域：安次 ,地段：西昌路附近或祖各庄西口,面积：1300㎡,租金：0.3元/㎡/天  
河北,廊坊,（出租）700平米厂房出租,水电齐全,可进大车,有地磅,区域：安次 ,地段：安次区麻营南口附近或安次区工业园区,面积：700㎡,租金：0.3元/月  
河北,廊坊,（出租）北旺陈桑园村仓库160平米,区域：广阳 北旺 ,地段：陈桑园村附近,面积：160㎡,租金：2.8元/㎡/天  
河北,廊坊,（出租）金海家园,车库出租。,区域：固安 ,地段：106与新源街交口附近,面积：28㎡,租金：550元/月  
河北,廊坊,（出租）3000平米仓库出租,区域：安次 ,地段：安次区工业园附近,面积：3000㎡,租金：面议  
河北,廊坊,（出租）第七大街万向城车库仓库40平米包门禁卡,区域：广阳 第七大街 ,地段：万向城车库附近,面积：40㎡,租金：600元/月  
河北,廊坊,（出租）会展中心开发区小长亭村仓库350平米,区域：开发区 会展中心 ,地段：开发区小长亭村附近,面积：350㎡,租金：1000元/㎡/天  
河北,廊坊,（出租）新建库房仓库出租！,区域：安次 新四中 ,地段：光明西道附近或新奥加气站附近,面积：170㎡,租金：面议  
河北,廊坊,（出租）曙光道妇幼保健院北门对面,区域：广阳 人民公园西门 ,地段：曙光道妇幼保健院北门对面附近或人民公园,面积：20㎡,租金：500元/月  
河北,廊坊,（出租）出租三河400平米仓库1300元/月,区域：三河 ,地段：南杨庄镇大曹庄西200米附近,面积：400㎡,租金：1300  
河北,廊坊,（出租）仓库330平米出租,区域：广阳 王寨 ,地段：光明东道长虹加油站南附近,面积：330㎡,租金：3000元/月  
河北,廊坊,（出租）大库出租，水电齐全，交通方便,区域：固安 ,地段：固安柏村附近,面积：250㎡,租金：1700元/月  
河北,廊坊,（出租）东方泽龙东门南侧车库出租,区域：固安 ,地段：东方泽龙东门南侧附近或富丽雅苑小区,面积：50㎡,租金：面议  
河北,廊坊,（出租）出租广阳-北旺500平米仓库6000元/月,区域：广阳 北旺 ,地段：广阳区北旺乡小海子村西口附近,面积：500㎡,租金：6000  
河北,廊坊,（出租）西关建兴市场附近门面房可做仓库100平米,区域：三河 ,地段：西关建兴市场附近附近,面积：100㎡,租金：1500元/月  
河北,廊坊,（出租）出租安次-龙河高新区440平米仓库3000元/月,区域：安次 龙河高新区 ,地段：安次区杨税务乡黄卢村附近,面积：440㎡,租金：3000  
河北,廊坊,（出租）出租燕郊临街仓库,区域：燕郊 ,地段：迎宾路附近,面积：260㎡,租金：0.5元/㎡/天  
河北,廊坊,（出租）出租解放道长安小区仓库,区域：广阳 明珠万达广场 ,地段：解放道附近或长安小区,面积：77㎡,租金：面议  
河北,廊坊,（出租）固安城西仓库厂房出租推广人员勿扰,区域：固安 ,地段：固安县城西附近或前西丈村,面积：2670㎡,租金：面议  
河北,廊坊,（出租）浙商广场市中心周各庄南区地下室32平米,区域：广阳 浙商广场 ,地段：市中心周各庄南区附近,面积：32㎡,租金：260元/月  
河北,廊坊,（出租）霸州西开发区胜利路仓库低价出租800平米,区域：霸州 ,地段：霸州西开发区胜利路仓库低附近,面积：800㎡,租金：80元/㎡/天  
河北,廊坊,（出租）出租燕郊东市区仓库,区域：燕郊 东市区 ,地段：煤矿路北口附近或多条高速,面积：2900㎡,租金：0.5元/㎡/天  
河北,廊坊,（出租）(null)桑园辛庄东方花园小区对面仓库1200平,区域：广阳 ,地段：桑园辛庄东方花园小区对面附近,面积：1200㎡,租金：3000元/月  
河北,廊坊,（出租）固安南区出租仓库370平米另有倒座6间,区域：固安 工业园区 ,地段：固安南工业区附近,面积：370㎡,租金：4000元/月  
河北,廊坊,（出租）出租霸州-火车站3000平米仓库10000元/月,区域：霸州 火车站 ,地段：冯庄附近附近,面积：3000㎡,租金：10000  
河北,廊坊,（出租）出租永清德仁佳苑地上车库一间,区域：永清 县医院 ,地段：德仁佳苑附近,面积：20㎡,租金：面议  
河北,廊坊,（出租）厂房、库房出租,区域：安次 ,地段：金光道西永兴小区往西路南附近或中建高街国际,面积：2500㎡,租金：8000元/月  
河北,廊坊,（出租）出租固安县城附近500平米库房,区域：固安 滨河公园 ,地段：固安县城东边5公里附近或东礼村,面积：500㎡,租金：面议  
河北,廊坊,（出租）出租安次廊坊一中仓库,区域：安次 廊坊一中 ,地段：西昌路新廊坊一中附近,面积：1000㎡,租金：3000元/月  
河北,廊坊,（出租）固安县知子营附近仓库65000平米,区域：固安 ,地段：固安县知子营附近附近,面积：65000㎡,租金：8000元/月  
河北,廊坊,（出租）出租库房，安次-祖各庄村北口小学附近,区域：安次 十中 ,地段：祖各庄北口小学校附近附近,面积：110㎡,租金：1200  
河北,廊坊,（出租）固安南开发区仓库200平米,区域：固安 工业园区 ,地段：固安南开发区附近,面积：200㎡,租金：1800元/月  
河北,廊坊,（出租）出租安次龙河高新区仓库,区域：安次 龙河高新区 ,地段：南龙道附近或西孟村北口,面积：200㎡,租金：面议  
河北,廊坊,（出租）古县仓库140平米,区域：安次 ,地段：古县附近,面积：140㎡,租金：900元/月  
河北,廊坊,（出租）出租永清开发区管委会冷库,商铺,区域：永清 开发区管委会 ,地段：永清工业园区附近,面积：150㎡,租金：2元/㎡/天  
河北,廊坊,（出租）出租安次-盛德大厦150平米仓库2000元/月,区域：安次 盛德大厦 ,地段：永兴路南永兴商城西侧附近,面积：150㎡,租金：2000  
河北,廊坊,（出租）出租三河500平米仓库8000元/月,区域：三河 ,地段：城内附近,面积：500㎡,租金：8000  
河北,廊坊,（出租）出租永清开发区管委会仓库,区域：永清 开发区管委会 ,地段：曹庄西口附近或三间车库,面积：40㎡,租金：面议  
河北,廊坊,（出租）出租广阳-北旺500平米仓库5000元/月,区域：广阳 北旺 ,地段：光明东道附近,面积：500㎡,租金：5000  
河北,廊坊,（出租）出租富士康附近仓库、厂房！,区域：安次 龙河高新区 ,地段：富士康附近附近或连庄子村,面积：1400㎡,租金：面议  
河北,廊坊,（出租）富士康附近仓库、厂房低价出租！,区域：安次 安次区行政服务中心 ,地段：富士康附近或连庄子村,面积：1400㎡,租金：面议  
河北,廊坊,（出租）新四中中建高街国际仓库20平米,区域：安次 新四中 ,地段：中建高街国际附近,面积：20㎡,租金：150元/月  
河北,廊坊,（出租）交通便利优质库房出租,区域：霸州 ,地段：霸州兴华北路1635号附近或茗汤温泉,面积：150㎡,租金：0.3元/㎡/天  
河北,廊坊,（出租）出租香河五百户富民家园仓库,区域：香河 ,地段：香河附近或五百户富民家园,面积：20㎡,租金：0.5元/㎡/天  
河北,廊坊,（出租）万庄廊涿附线仓库200平米,区域：广阳 万庄 ,地段：廊涿附线附近,面积：200㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租开发区高速口附近仓库,区域：开发区 东方大学城 ,地段：廊坊高速口附近,面积：5000㎡,租金：面议  
河北,廊坊,（出租）出租开发区东方大学城附近仓库,区域：开发区 东方大学城 ,地段：大学城南门附近或广宇物流,面积：6000㎡,租金：面议  
河北,廊坊,（出租）出租燕郊东市区仓库,区域：燕郊 东市区 ,地段：东外环附近或雪花啤酒厂旁边,面积：10000㎡,租金：面议  
河北,廊坊,（出租）出租燕郊-燕顺路5600平米仓库11111元/月,区域：燕郊 燕顺路 ,地段：三河燕郊102国道北附近,面积：5600㎡,租金：11111  
河北,廊坊,（出租）出租安次-红星美凯龙350平米仓库2000元/月,区域：安次 红星美凯龙 ,地段：南外环与廊大路交口处附近,面积：350㎡,租金：2000  
河北,廊坊,（出租）出租香河新华大街地下室一间,区域：香河 华联县医院 ,地段：淑阳镇新华大街东段附近或尚福园小区2号,面积：9㎡,租金：180元/月  
河北,廊坊,（出租）(出租)200㎡--1300平米厂房出租,区域：广阳 万庄 ,地段：万庄北附近或北京,面积：200㎡,租金：1200元/月  
河北,廊坊,（出租）出租固安牛驼温泉仓库,区域：固安 牛驼温泉 ,地段：固安牛驼林城开发区附近,面积：1300㎡,租金：0.2元/㎡/天  
河北,廊坊,（出租）出租其他1600平米仓库10000元/月,区域：其他 ,地段：安次区杨税务乡附近,面积：1600㎡,租金：10000  
河北,廊坊,（出租）城区姜庄仓库6000平米,区域：燕郊 城区 ,地段：姜庄附近,面积：6000㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租广阳-北旺1000平米仓库8000元/月,区域：广阳 北旺 ,地段：小海子北口，荷花道，附近,面积：1000㎡,租金：8000  
河北,廊坊,（出租）东方大学城北尖塔仓库102平米,区域：开发区 东方大学城 ,地段：北尖塔附近,面积：102㎡,租金：365元/㎡/天  
河北,廊坊,（出租）出租安次安次一幼仓库,区域：安次 安次一幼 ,地段：建设南路附近或安次一幼后院,面积：300㎡,租金：面议  
河北,廊坊,（出租）出租广阳-万庄350平米仓库3000元/月,区域：广阳 万庄 ,地段：万庄镇附近,面积：350㎡,租金：3000  
河北,廊坊,（出租）车流量小独门独院,带大院里,区域：安次 常甫路 ,地段：调和头前马庄村附近,面积：300㎡,租金：1200元/月  
河北,廊坊,（出租）京客隆四大街新开路天域花园其他20平米,区域：广阳 京客隆四大街 ,地段：新开路天域花园附近,面积：20㎡,租金：500元/月  
河北,廊坊,（出租）香河城边库房出租,区域：香河 ,地段：香河城边大王庄村附近,面积：200㎡,租金：1000元/月  
河北,廊坊,（出租）霸州西开发区胜利路（西高村）仓库800平米,区域：霸州 ,地段：霸州西开发区胜利路附近,面积：800㎡,租金：20000元/㎡/天  
河北,廊坊,（出租）出租广阳万庄仓库,区域：广阳 万庄 ,地段：华北采油四厂附近或正东1000米,面积：600㎡,租金：面议  
河北,廊坊,（出租）妇产医院南200米路边仓库1800平米,区域：香河 ,地段：妇产医院南200米路边附近,面积：1800㎡,租金：9999元/月  
河北,廊坊,（出租）出租广阳北旺小库房,区域：广阳 北旺 ,地段：光明东道156号附近或李庄”都市丽人“卖场对面,面积：350㎡,租金：面议  
河北,廊坊,（出租）固安高台物流厂房招租（可分租）,区域：固安 ,地段：永清商贸城附近或371省道,面积：30000㎡,租金：0.5元/㎡/天  
河北,廊坊,（出租）出租广阳-明珠万达广场18平米地下室,区域：广阳 明珠万达广场 ,地段：万达附近或文明里5号院地下室,面积：18㎡,租金：面议  
河北,廊坊,（出租）出租霸州仓库，临主干道，交通方便,区域：霸州 ,地段：霸州市信安镇主干道附近或公路旁边,面积：1000㎡,租金：面议  
河北,廊坊,（出租）出租广阳华航学院仓库,区域：广阳 华航学院 ,地段：爱民东道233号附近或李桑园加油站南行50米,面积：200㎡,租金：2500元/月  
河北,廊坊,（出租）【出租】廊坊谷岸冷库、超低温库（-70度）,区域：广阳 ,地段：和平路3号附近,面积：6000㎡,租金：1元/㎡/天  
河北,廊坊,（出租）廊坊一中后南昌仓库1000㎡,区域：安次 廊坊一中 ,地段：后南昌附近,面积：1000㎡,租金：4200元/月  
河北,廊坊,（出租）出租广阳-万庄330平米仓库4元/月,区域：广阳 万庄 ,地段：万庄镇附近,面积：330㎡,租金：4  
河北,廊坊,（出租）出租广阳明珠万达广场仓库,区域：广阳 明珠万达广场 ,地段：光明东道附近或紫云轩小区,面积：20㎡,租金：200元/月  
河北,廊坊,（出租）南龙道附近独门独院库房！急租！！,区域：广阳 ,地段：南龙道西梦各庄村口附近,面积：8000㎡,租金：35000元/月  
河北,廊坊,（出租）集美家居光明东道仓库20平米,区域：广阳 集美家居 ,地段：光明东道附近,面积：20㎡,租金：500元/月  
河北,廊坊,（出租）南甸村南口库房出租,区域：广阳 奥韵铂宫 ,地段：华夏奥韵北侧500米附近或香邑拉菲堡,面积：200㎡,租金：面议  
河北,廊坊,（出租）永兴路南头仓库450平米,区域：安次 ,地段：永兴路南头附近,面积：450㎡,租金：3800元/月  
河北,廊坊,（出租）安次区行政服务中心富士康南仓库500平米,区域：安次 安次区行政服务中心 ,地段：富士康南附近,面积：500㎡,租金：120元/㎡/天  
河北,廊坊,（出租）出租燕郊-城区80平米仓库2000元/月,区域：燕郊 城区 ,地段：理想新城2期沃尔玛对面附近,面积：80㎡,租金：2000  
河北,廊坊,（出租）出租燕郊迎宾路仓库,区域：燕郊 迎宾路 ,地段：迎宾路南杨庄附近,面积：1200㎡,租金：面议  
河北,廊坊,（出租）出租燕郊天洋城四代地下室,区域：燕郊 ,地段：天洋城四代附近,面积：5㎡,租金：300元/月  
河北,廊坊,（出租）出租燕郊仓库，三相电，监控齐全。,区域：燕郊 ,地段：燕京航城附近,面积：160㎡,租金：面议  
河北,廊坊,（出租）出租广阳-万庄1000平米仓库4500元/月,区域：广阳 万庄 ,地段：万庄镇附近,面积：1000㎡,租金：4500  
河北,廊坊,（出租）出租广阳-人民公园西门20平米仓库200元/月,区域：广阳 人民公园西门 ,地段：华苑小区地下室附近,面积：20㎡,租金：200元/月  
河北,廊坊,（出租）出租广阳-北旺8000平米仓库120元/月,区域：广阳 北旺 ,地段：爱民东道附近,面积：8000㎡,租金：120  
河北,廊坊,（出租）出租香河2000平米仓库,区域：香河 ,地段：钱旺工业园附近或诚信仓库对面,面积：2000㎡,租金：面议  
河北,廊坊,（出租）出租安次-红星美凯龙350平米仓库2000元/月,区域：安次 红星美凯龙 ,地段：大外环附近,面积：350㎡,租金：2000  
河北,廊坊,（出租）出租安次-红星美凯龙350平米仓库2000元/月,区域：安次 红星美凯龙 ,地段：龙河富源附近附近,面积：350㎡,租金：2000  
河北,廊坊,（出租）出租广阳-明珠万达广场12平米地下室500元/月,区域：广阳 明珠万达广场 ,地段：万达明珠三中附近,面积：12㎡,租金：500  
河北,廊坊,（出租）开发区管委会永清园区北仓库300平米,区域：永清 开发区管委会 ,地段：永清园区北附近,面积：300㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租请选择300㎡仓库25000元/月,None,地段：麦肯健身对面附近,面积：300㎡,租金：25000  
河北,廊坊,（出租）工行小区车库,区域：固安 ,地段：玉井路附近或服装街,面积：18㎡,租金：面议  
河北,廊坊,（出租）高铁站前创新里南小区仓库60平米,区域：安次 高铁站前 ,地段：创新里南小区附近,面积：60㎡,租金：1000元/月  
河北,廊坊,（出租）出租李庄老于包装箱厂院内库房一间,区域：广阳 ,地段：李庄道北附近或老于包装箱厂院内,面积：100㎡,租金：面议  
河北,廊坊,（出租）出租库房也可以租整院,区域：固安 ,地段：南开发区东附近或农博园西五百米道南,面积：420㎡,租金：面议  
河北,廊坊,（出租）库房，厂房，出租,区域：广阳 ,地段：北旺乡西关地村附近,面积：610㎡,租金：4000元/月  
河北,廊坊,（出租）香河县城南钳屯镇池屯村仓库、厂房出租,区域：香河 好百年家具城 ,地段：钳屯镇池屯村附近或香江家居CBD,面积：280㎡,租金：900元/月  
河北,廊坊,（出租）杨税务孟村仓库1000㎡,区域：其他 ,地段：杨税务孟村附近,面积：1000㎡,租金：6000元/月  
河北,廊坊,（出租）三河市里北关村出租库房,区域：三河 ,地段：三河市里北关村附近,面积：100㎡,租金：500元/月  
河北,廊坊,（出租）平房-厂房-库房出租,区域：三河 ,地段：三河市里北关附近,面积：1000㎡,租金：5元/㎡/天  
河北,廊坊,（出租）三河市内北关临街,区域：三河 ,地段：北关村里附近,面积：2000㎡,租金：900元/月  
