河北,沧州,（出租）出租运河310平米仓库3000元/月,区域：运河 ,地段：梁官屯村东南角附近,面积：310㎡,租金：3000  
河北,沧州,（出租）出租运河仓库，地理位置优越，价格低廉,区域：运河 ,地段：迎宾大道北路附近或泰大家居,面积：500㎡,租金：面议  
河北,沧州,（出租）鞠官屯新村仓库出租,None,地段：大化三区北门对过附近或北环兵营,面积：400㎡,租金：面议  
河北,沧州,（出租）出租运河200平米仓库1500元/月,区域：运河 ,地段：六监狱附近附近,面积：200㎡,租金：1500  
河北,沧州,（出租）出租运河仓库，位置优越，价格低廉,区域：运河 ,地段：迎宾大道附近或泰大家居对面,面积：1000㎡,租金：面议  
河北,沧州,（出租）高铁西站附近厂房出租,区域：沧县 ,地段：沧县附近或高铁站,面积：5500㎡,租金：面议  
河北,沧州,（出租）运河区1000~5000平米仓库对外出租,区域：运河 ,地段：小王庄路口向北1.3公里附近或恒大城、新妇幼医院,面积：1000㎡,租金：面议  
河北,沧州,（出租）出租新华区交通大街糖烟酒仓库（六中东）,区域：新华 ,地段：交通大街糖烟酒附近或6中东,面积：130㎡,租金：1600元/月  
河北,沧州,（出租）黄金地段库房出租,区域：河间 ,地段：北街口往北100米路西附近,面积：300㎡,租金：1.00元/月  
河北,沧州,（出租）大型仓库出租,区域：运河 ,地段：原沧兴集团南300米附近或高速西口、307国道,面积：20000㎡,租金：面议  
河北,沧州,（出租）火车站附近仓库出租,区域：新华 ,地段：火车站广场北侧80米附近或北个体汽车站、鞋市批发市,面积：220㎡,租金：5200元/月  
河北,沧州,（出租）金都雅居E区车库20平米,区域：黄骅 ,地段：金都雅居附近,面积：20㎡,租金：13元/㎡/天  
河北,沧州,（出租）开发区附近仓库厂房,区域：沧县 ,地段：开发区附近附近,面积：165㎡,租金：1111元/月  
河北,沧州,（出租）南环祁孟庄附近有仓库大院出租也可做厂房租用,区域：新华 ,地段：南环附近或祁孟庄,面积：3000㎡,租金：3000元/月  
河北,沧州,（出租）新华区孙庄子村西头出租仓库安全位置好,区域：新华 ,地段：旧货市场东侧孙庄子村附近,面积：250㎡,租金：1650元/月  
河北,沧州,（出租）解放东路芦家园村南仓库850平米,区域：新华 ,地段：解放东路芦家园村南附近,面积：850㎡,租金：100元/月  
河北,沧州,（出租）河间东环大钱柜南100米仓库700平米,区域：河间 ,地段：河间东环大钱柜南100米附近,面积：700㎡,租金：5000元/㎡/天  
河北,沧州,（出租）出租南皮东环仓库,区域：南皮 ,地段：南皮东环附近或东兴小学对过,面积：100㎡,租金：面议  
河北,沧州,（出租）开发区潘房子村出租厂房,仓库,地段非常好,区域：沧县 ,地段：凔州市开发区潘房子村附近或开发区,面积：600㎡,租金：面议  
河北,沧州,（出租）宏宇城地下室,区域：运河 ,地段：西客站东侧附近或沧南监狱,面积：10㎡,租金：150元/月  
河北,沧州,（出租）运河区迎宾北大道附近厂房仓库出租,区域：运河 ,地段：运河区附近或明珠商贸城,面积：2100㎡,租金：0.18元/㎡/天  
河北,沧州,（出租）沧州市新华区石油北库西侧出租大型仓库,None,地段：104国道老收费站附近或石油北库,面积：10000㎡,租金：0.1元/㎡/天  
河北,沧州,（出租）平安大街西侧仓库200平米,区域：献县 ,地段：平安大街西侧附近,面积：200㎡,租金：700元/月  
河北,沧州,（出租）出租沧州市新华区交通北大道运茂小区车库,区域：新华 ,地段：沧州市新华区可交通北大道附近,面积：35㎡,租金：面议  
河北,沧州,（出租）小树林平房仓库200平米,区域：新华 ,地段：小树林平房附近,面积：200㎡,租金：800元/月  
河北,沧州,（出租）黄骅港金龙小区车库出租出售可做仓库25平米,区域：其他 其它 ,地段：黄骅港金龙小区一期车库附近,面积：25㎡,租金：300元/月  
河北,沧州,（出租）出租仓库交通便利,区域：运河 ,地段：沧州市福泰隆东五百米附近,面积：400㎡,租金：1元/月  
河北,沧州,（出租）出租运河150平米仓库1500元/月,区域：运河 ,地段：四合菜市场附近,面积：150㎡,租金：1500  
河北,沧州,（出租）出租青县500平米仓库25000元/月,区域：青县 ,地段：青松路附近,面积：500㎡,租金：25000  
河北,沧州,（出租）出租新华仓库水利局家属院车库电动车库门,区域：新华 ,地段：交通北大道附近或168宾馆,面积：35㎡,租金：300元/㎡/天  
河北,沧州,（出租）黄骅韩国产业园附近厂库房出租,None,地段：黄骅韩国产业园附近或新海路与205国道,面积：50000㎡,租金：面议  
河北,沧州,（出租）出租运河180平米仓库2000元/月,区域：运河 ,地段：福泰隆装饰城附近附近,面积：180㎡,租金：2000  
河北,沧州,（出租）出租捷地镇大龚堤口国道旁交通便利距离物流近,区域：沧县 ,地段：捷地镇大龚堤口附近或村口,面积：600㎡,租金：3500元/月  
河北,沧州,（出租）出租捷地国道边位置优越交通便利安全方便仓库,区域：沧县 ,地段：捷地镇大龚堤口附近或村口,面积：600㎡,租金：面议  
河北,沧州,（出租）养殖场出租适合养鸡鹅等也可用作其他用途,区域：沧县 ,地段：沧县附近或高铁西站,面积：5500㎡,租金：面议  
河北,沧州,（出租）出租运河仓库红星美凯龙附近,区域：运河 ,地段：迎宾大道附近西外环附近或红星美凯龙,面积：510㎡,租金：面议  
河北,沧州,（出租）枫林小区车库仓库13平米,区域：任丘 ,地段：枫林小区车库附近,面积：13㎡,租金：400元/月  
河北,沧州,（出租）小圈村西厂房，仓库400平米,区域：运河 ,地段：小圈村西附近,面积：400㎡,租金：1元/㎡/天  
河北,沧州,（出租）平房仓库出租若干间,区域：新华 ,地段：永济路附近,面积：400㎡,租金：10元/月  
河北,沧州,（出租）黄骅东外环建材市场仓库/厂房1200平米,区域：黄骅 ,地段：黄骅市东外环建材市场附近,面积：1200㎡,租金：面议  
河北,沧州,（出租）出租运河区仓库（恒大城对过1250㎡）,区域：运河 ,地段：小王庄路口北行1.5公里附近或恒大城对面东行800米,面积：1250㎡,租金：面议  
河北,沧州,（出租）黄骅镇新立村仓库240平米,区域：黄骅 ,地段：黄骅镇新立村附近,面积：240㎡,租金：1500元/月  
河北,沧州,（出租）黄骅东外环仓库出租200平米,区域：黄骅 ,地段：马庄孑附近,面积：200㎡,租金：面议  
河北,沧州,（出租）出租新华200平米仓库3000元/月,区域：新华 ,地段：新华区祁孟庄路口南行附近,面积：200㎡,租金：3000  
河北,沧州,（出租）出租新华长芦大道（老104国道）旁仓库,区域：新华 ,地段：长芦大道（东外环）附近或刘表庄村,面积：20㎡,租金：200元/月  
河北,沧州,（出租）出租运河小王庄路口仓库,区域：运河 ,地段：小王庄路口附近或西南角,面积：40㎡,租金：400元/月  
河北,沧州,（出租）出租东光200平米仓库650元/月,区域：东光 ,地段：北外环清雅居西胡同附近,面积：200㎡,租金：650  
河北,沧州,（出租）出租新华1200平米土地2000元/月,区域：新华 ,地段：解放路与黄河路交叉口附近,面积：1200㎡,租金：2000  
河北,沧州,（出租）工行家属楼仓库150平米,区域：河间 ,地段：工行家属楼附近,面积：150㎡,租金：300元/㎡/天  
河北,沧州,（出租）出租新华仓库厂房写字楼,区域：新华 ,地段：永济东路附近或开发区北京现代,面积：1400㎡,租金：面议  
河北,沧州,（出租）出租新华厂房仓库写字楼,区域：新华 ,地段：永济东路附近或开发区北京现代,面积：1400㎡,租金：0.3元/㎡/天  
河北,沧州,（出租）出租高档三层写字楼仓库,区域：新华 ,地段：永济东路附近或开发区,面积：1400㎡,租金：0.3元/㎡/天  
河北,沧州,（出租）解放东路仓库30平米晨曦花园地下室,区域：新华 ,地段：解放东路附近,面积：30㎡,租金：500元/㎡/天  
河北,沧州,（出租）165平米仓库,厂房,区域：沧县 ,地段：沧盐路于庄子附近,面积：165㎡,租金：20元/㎡/天  
河北,沧州,（出租）出租新华鞠官屯供销社仓库,区域：新华 ,地段：鞠官屯供销社附近或十三化建红绿灯南侧,面积：200㎡,租金：面议  
河北,沧州,（出租）明珠商贸城大杨庄村厂房290平米,区域：运河 ,地段：明珠商贸城大杨庄村附近,面积：290㎡,租金：10元/㎡/天  
河北,沧州,（出租）出租黄骅储物间、仓库,区域：黄骅 ,地段：馨苑小区1号楼附近,面积：24㎡,租金：150元/月  
河北,沧州,（出租）黄骅市内，南环南500米仓库120平米,区域：黄骅 ,地段：黄骅市内，南环南500米附近,面积：120㎡,租金：1000元/月  
河北,沧州,（出租）4s店和修理车间紧急出租出售,区域：新华 ,地段：沧州市开发区石港路30号附近,面积：3000㎡,租金：面议  
河北,沧州,（出租）出租新华小代庄仓库,区域：新华 ,地段：小代庄附近或旧货市场,面积：160㎡,租金：1000元/月  
河北,沧州,（出租）大面积仓库212平米,区域：新华 ,地段：长芦大道附近,面积：212㎡,租金：35元/㎡/天  
河北,沧州,（出租）万泰丽景负2层车位。,区域：运河 ,地段：B175或B383附近或15号楼下,面积：10㎡,租金：面议  
河北,沧州,（出租）出租运河区仓库、厂房，价格可议,区域：运河 ,地段：沧州西高速口附近或颐和庄园,面积：430㎡,租金：面议  
河北,沧州,（出租）十三化建北二手车市场对面门市出租,区域：新华 ,地段：十三化建北二手车市场对面附近,面积：4000㎡,租金：1000元/月  
河北,沧州,（出租）便宜出租仓库或厂房,None,地段：东光县南外环附近,面积：200㎡,租金：面议  
河北,沧州,（出租）博物馆正对面魏庄子仓库800多平米,区域：运河 ,地段：博物馆正对面魏庄子附近,面积：800㎡,租金：2元/月  
河北,沧州,（出租）中心医院附近小区地上车库,区域：运河 ,地段：中心医院附近附近,面积：20㎡,租金：500元/月  
河北,沧州,（出租）沧县纸房头工业园区新建厂房出租,区域：沧县 ,地段：沧县纸房头工业园区附近或307国道,面积：1200㎡,租金：0.25元/㎡/天  
河北,沧州,（出租）三个独院出租,区域：新华 ,地段：新建动物园南临附近或国道104张家坟村,面积：1000㎡,租金：面议  
河北,沧州,（出租）大化三区对过仓库出租,None,地段：鞠官屯新村附近或兵营,面积：400㎡,租金：面议  
河北,沧州,（出租）出租青县欣宜小区车库一间,区域：青县 ,地段：欣宜小区附近,面积：18㎡,租金：200元/月  
河北,沧州,（出租）出租厂房仓库200平米,区域：南皮 ,地段：南环西路附近,面积：200㎡,租金：1元/㎡/天  
河北,沧州,（出租）出租房屋仓库厂房,区域：运河 ,地段：小王庄镇八里庄村南附近或四合菜市场明珠商贸城,面积：600㎡,租金：面议  
河北,沧州,（出租）农行家属院车库出租,春来饭店,生产,盐业公司附近,区域：献县 ,地段：农行家属院附近或老中天,广场,春来饭店,面积：20㎡,租金：200元/月  
河北,沧州,（出租）出租新华开发区仓库及写字楼,区域：新华 ,地段：北环永济东路附近或开发区新华区,面积：1400㎡,租金：面议  
河北,沧州,（出租）出租新华区富苑小区附近临街平房,区域：新华 ,地段：富苑小区附近或临街平房,面积：135㎡,租金：面议  
河北,沧州,（出租）出租个人厂房仓库,区域：黄骅 ,地段：黄骅市旧城工业园附近,面积：2000㎡,租金：面议  
河北,沧州,（出租）出租物华市场内车库，可用做仓库,区域：新华 ,地段：解放东路附近或物华市场,面积：20㎡,租金：面议  
河北,沧州,（出租）梁官屯307国道旁厂房仓库600平米交通便利,区域：运河 ,地段：梁官屯307国道旁附近,面积：600㎡,租金：3000元/月  
河北,沧州,（出租）鞠官屯可住人仓库出租,None,地段：鞠官屯附近,面积：248㎡,租金：面议  
河北,沧州,（出租）出租运河-运河150平米仓库800元/月,区域：运河 ,地段：307国道北，浮阳大道西附近,面积：150㎡,租金：800  
河北,沧州,（出租）可短租临租明珠商贸城附近仓库500平米,区域：运河 ,地段：明珠商贸城附近附近,面积：500㎡,租金：10元/㎡/天  
河北,沧州,（出租）出租其他-其它3250㎡仓库2000元/月,区域：其他 其它 ,地段：黄骅南205路边附近,面积：3250㎡,租金：2000  
河北,沧州,（出租）低价出租盐孟交界处800平米厂房仓库,区域：盐山 ,地段：盐孟交界处城西小韩庄附近,面积：800㎡,租金：1  
河北,沧州,（出租）石港路仓库200平米,区域：黄骅 ,地段：石港路附近,面积：200㎡,租金：40元/㎡/天  
河北,沧州,（出租）车间、仓库出租、,区域：新华 ,地段：十三化建东1公里附近或路边,面积：1800㎡,租金：面议  
河北,沧州,（出租）解放东路长城4S店院内仓库出租,区域：新华 ,地段：解放东路附近或长城4S店,面积：1400㎡,租金：0.2元/㎡/天  
河北,沧州,（出租）307国道旁,刘辛庄村仓库出租挨近福泰隆可分租,None,地段：307国道附近或福泰隆,面积：200㎡,租金：面议  
河北,沧州,（出租）新妇幼南侧对过1000平米仓库出租,区域：运河 ,地段：小王庄路口向北1.3公里附近或恒大城对过,面积：1000㎡,租金：面议  
河北,沧州,（出租）三角线北驾照考试场后仓库200平米出租,区域：新华 ,地段：三角线北驾照考试场后附近,面积：180㎡,租金：1400元/月  
河北,沧州,（出租）出租南皮东环仓库,区域：南皮 ,地段：南皮县东环附近或东兴小学对过,面积：100㎡,租金：面议  
河北,沧州,（出租）新华西路西客站对面仓库260平米,区域：运河 ,地段：新华西路西客站对过附近,面积：260㎡,租金：2000元/月  
河北,沧州,（出租）出租冷库地址明珠商贸城附近,区域：运河 ,地段：小王庄西附近或明珠商贸城附近,面积：40㎡,租金：面议  
河北,沧州,（出租）冷库便宜出租地址运河区小王庄西明珠商贸城附近,区域：运河 ,地段：小王庄西侧附近或明珠商贸城,面积：40㎡,租金：面议  
河北,沧州,（出租）出租东光北外环仓库,区域：东光 ,地段：北外环附近或清雅居西胡同内,面积：200㎡,租金：面议  
河北,沧州,（出租）出租运河200平米仓库1000元/月,区域：运河 ,地段：署西街市委附近附近,面积：200㎡,租金：1000  
河北,沧州,（出租）出租新华200平米仓库800元/月,区域：新华 ,地段：黄河东路卢家园附近,面积：200㎡,租金：800  
河北,沧州,（出租）西环钢材市场肖杜里仓库260平米,区域：泊头 ,地段：西环钢材市场肖杜里附近,面积：260㎡,租金：1000undefined  
河北,沧州,（出租）出租运河800平米仓库5000元/月,区域：运河 ,地段：迎宾北大道大杨庄子路口西附近,面积：800㎡,租金：5000  
河北,沧州,（出租）运河区高架桥西出口南行1公里,区域：运河 ,地段：运河区高架桥西出口南行附近,面积：500㎡,租金：1000元/月  
河北,沧州,（出租）出租运河200平米仓库1000元/月,区域：运河 ,地段：浮阳南大道西307国道北附近,面积：200㎡,租金：1000  
河北,沧州,（出租）新华区禧福荷堂仓库14平米,区域：新华 ,地段：新华区禧福荷堂附近,面积：14㎡,租金：80元/月  
河北,沧州,（出租）北环献王烧烤城对面仓库144平米,区域：运河 ,地段：北环献王烧烤城对面附近,面积：144㎡,租金：1000元/月  
河北,沧州,（出租）个人307国道铁路立交桥南好仓库厂房价优房东,区域：新华 ,地段：307国道铁路立交桥南附近,面积：260㎡,租金：10元/㎡/天  
河北,沧州,（出租）解放东路芦家园仓库出租,区域：新华 ,地段：解放东路芦家园附近,面积：700㎡,租金：面议  
河北,沧州,（出租）出租南皮东环路仓库,区域：南皮 ,地段：南皮县东环路附近或东兴小学对过,面积：100㎡,租金：面议  
河北,沧州,（出租）水专家属院小房仓库10平米,区域：运河 ,地段：水专家属院小房附近,面积：10㎡,租金：200元/月  
河北,沧州,（出租）浅海大厦附近仓库2000平米货位出租,区域：黄骅 ,地段：浅海大厦附近附近,面积：2000㎡,租金：1元/㎡/天  
河北,沧州,（出租）出租高新区明珠商贸城附近仓库,区域：运河 ,地段：明珠商贸城附近附近或程庄子村,面积：200㎡,租金：7元/月  
河北,沧州,（出租）开发区附近仓库500平米带院平米,区域：新华 ,地段：开发区附近附近,面积：500㎡,租金：3000undefined  
河北,沧州,（出租）出租仓库500平米,区域：运河 ,地段：沧兴加油站附近或南200米,面积：500㎡,租金：面议  
河北,沧州,（出租）十三化建东鞠官屯北出租厂房仓库、水电齐全,区域：新华 ,地段：十三化建东附近或鞠官屯北,面积：200㎡,租金：1000元/月  
河北,沧州,（出租）南陈屯路口北侧仓库10平米,None,地段：南陈屯路口北侧附近,面积：10㎡,租金：5元/㎡/天  
河北,沧州,（出租）薛官屯乡李龙屯村仓库300平米,区域：沧县 ,地段：薛官屯乡李龙屯村附近,面积：300㎡,租金：900元/月  
河北,沧州,（出租）沧州运河区颐和家园靠近西门地下室出租,区域：运河 ,地段：颐和家园地下室24平米附近,面积：24㎡,租金：350元/月  
河北,沧州,（出租）出租新华区单独小院厂房仓库临街门市一间,区域：新华 ,地段：长芦大道9号附近或十三化建南300米路东,面积：2000㎡,租金：面议  
河北,沧州,（出租）出租南皮东环路东兴小学对过仓库,区域：南皮 ,地段：南皮县东环路附近或东兴小学对过,面积：100㎡,租金：面议  
河北,沧州,（出租）新旺兴农保温大棚1013养殖大棚建设,区域：泊头 ,地段：泊头齐桥附近或周庄,面积：90000㎡,租金：面议  
河北,沧州,（出租）道东全新现代化仓库1300出租,区域：新华 ,地段：长芦北大道附近,面积：1300㎡,租金：999元/㎡/天  
河北,沧州,（出租）出租仓库500平米,区域：运河 ,地段：沧兴建材附近或福泰隆装饰城,面积：500㎡,租金：面议  
河北,沧州,（出租）出租东光标准高品质库房,区域：东光 ,地段：火车站东，35间房向北附近或北环北关,面积：120㎡,租金：面议  
河北,沧州,（出租）长芦北大道仓库1300平米,区域：新华 ,地段：长芦北大道附近,面积：1300㎡,租金：9999元/㎡/天  
河北,沧州,（出租）新旺兴农镀锌钢管保温大棚,区域：泊头 ,地段：泊头齐桥附近或周庄,面积：9000㎡,租金：面议  
河北,沧州,（出租）新旺兴农保温大棚1011养殖大棚建设,区域：泊头 ,地段：泊头齐桥附近或周庄,面积：90000㎡,租金：面议  
河北,沧州,（出租）河间南环大面积厂房出租,区域：河间 ,地段：河间南环附近或河间水厂,面积：400㎡,租金：面议  
河北,沧州,（出租）出租沧县仓库加工厂,区域：沧县 ,地段：沧州市区南行10公里附近或104国道旁,面积：300㎡,租金：面议  
河北,沧州,（出租）东光县嘉惠花园车库出租,区域：东光 ,地段：嘉惠花园附近或信誉楼,面积：24㎡,租金：200元/月  
河北,沧州,（出租）运河区小王庄北韩家场附近仓库430平米,区域：运河 ,地段：运河区小王庄北韩家场附近附近,面积：430㎡,租金：4000元/月  
河北,沧州,（出租）道东刘表庄村南独门独院平房,区域：新华 ,地段：道东刘表庄村南附近,面积：270㎡,租金：1500元/㎡/天  
河北,沧州,（出租）出租新华区500平米仓库、车间,区域：新华 ,地段：荣官屯附近或307和104交叉口,面积：500㎡,租金：面议  
河北,沧州,（出租）阳关悦城对过，黄鹤楼东临仓库厂房10,区域：献县 ,地段：阳关悦城对过，黄鹤楼东临附近,面积：700㎡,租金：1元/㎡/天  
河北,沧州,（出租）出租新华区器材库院内小仓库,区域：新华 ,地段：永济东路63号附近或化工器材库院内,面积：90㎡,租金：1000元/月  
河北,沧州,（出租）400平米仓库低价出租,区域：新华 ,地段：104国道新木材市场宋屯附近,面积：400㎡,租金：1000元/月  
河北,沧州,（出租）新旺兴农保温鸡舍猪舍建设,区域：泊头 ,地段：泊头齐桥附近或周庄,面积：900㎡,租金：面议  
河北,沧州,（出租）经四路北世纪家园对面,区域：运河 ,地段：经四路北世纪家园对面附近,面积：300㎡,租金：2100元/月  
河北,沧州,（出租）出租南皮县医院附近车库,区域：南皮 ,地段：南皮县医院附近或小区车库,面积：22㎡,租金：200元/月  
河北,沧州,（出租）出租沧州市新华区交通北大街车库（个人）,区域：新华 ,地段：沧州市新华区交通北大街附近或火车站，汽车站附近,面积：40㎡,租金：面议  
河北,沧州,（出租）出租新华区小赵庄乡代家坟村一仓库,区域：新华 ,地段：居然之家附近或东侧,面积：80㎡,租金：面议  
河北,沧州,（出租）出租中捷二队储藏间,区域：黄骅 ,地段：中捷二队附近或河北农大附近,面积：20㎡,租金：面议  
河北,沧州,（出租）白庄子仓库500平米,区域：运河 ,地段：白庄子附近,面积：500㎡,租金：3000元/月  
河北,沧州,（出租）出租吴桥车库一间出入方便,区域：吴桥 ,地段：长江东路附近或老电机厂附近,面积：24㎡,租金：面议  
河北,沧州,（出租）出租自有平房仓库,区域：运河 ,地段：沧州市二中附近或对过,面积：100㎡,租金：600元/月  
河北,沧州,（出租）沧县高新区西杜林北沧保路南厂房仓库出租,区域：沧县 ,地段：沧县杜林村北沧保路南附近或杜林北,面积：1500㎡,租金：面议  
河北,沧州,（出租）出租泊头仓库或车间,区域：泊头 ,地段：104国道东附近,面积：1200㎡,租金：7500元/月  
河北,沧州,（出租）高新区紫御华府小区地下车仓库30平米,区域：运河 ,地段：高新区紫御华府小区地下车附近,面积：30㎡,租金：500元/月  
河北,沧州,（出租）黄骅骅东小区车库可当门市仓库30平米,区域：黄骅 ,地段：黄骅骅东小区车库可当门市附近,面积：30㎡,租金：450元/月  
河北,沧州,（出租）出租名仕公馆车库,区域：吴桥 ,地段：名仕公馆临街车库附近,面积：20㎡,租金：面议  
河北,沧州,（出租）明珠商贸城仓库210平米四间北房四间南房,区域：运河 ,地段：明珠商贸城附近,面积：210㎡,租金：1元/㎡/天  
河北,沧州,（出租）道东物华附近仓库23平米,区域：新华 ,地段：道东物华附近附近,面积：23㎡,租金：300元/月  
河北,沧州,（出租）中国农资集团沧州储备库(国企)多种面积仓库,区域：新华 ,地段：长芦北大道徐官屯西附近附近或佳兴物流,面积：10000㎡,租金：面议  
河北,沧州,（出租）厂房、仓库出租、,区域：新华 ,地段：十三化建东1公里附近或路边,面积：1800㎡,租金：面议  
河北,沧州,（出租）沧州市运河区明珠商贸城附仓库850平米,区域：运河 ,地段：沧州市运河区明珠商贸城附附近,面积：850㎡,租金：200元/㎡/天  
河北,沧州,（出租）出租南皮县东环路东兴小学对过仓库,区域：南皮 ,地段：南皮县东环路附近或东兴小学对过,面积：100㎡,租金：面议  
河北,沧州,（出租）开发区仓库180平米,区域：新华 ,地段：开发区附近,面积：180㎡,租金：1000元/月  
河北,沧州,（出租）北辰小区仓库35平米,区域：肃宁 ,地段：北辰小区附近,面积：35㎡,租金：2000元/㎡/天  
河北,沧州,（出租）出租仓库沧州市运河区小王庄镇白庄子村沧北驾校,区域：运河 ,地段：沧州市运河区小王庄镇附近或官庄子沧北驾校,面积：1600㎡,租金：面议  
河北,沧州,（出租）佳兴物流园区仓库1400平米,区域：新华 ,地段：佳兴物流园区附近,面积：1400㎡,租金：888888元/㎡/天  
河北,沧州,（出租）天福冷库307国道仓库300平米,区域：新华 ,地段：天福冷库307国道附近,面积：300㎡,租金：2500元/㎡/天  
河北,沧州,（出租）绿之园车库出租,区域：运河 ,地段：绿之园小区院内附近或南环小学北侧,面积：22㎡,租金：300元/月  
河北,沧州,（出租）出租新华区永济东路63号仓库,区域：新华 ,地段：永济东路63号附近或院内,面积：90㎡,租金：1100元/月  
河北,沧州,（出租）塞纳左岸附近仓库一套出租,区域：运河 ,地段：九河路与经二路交叉口附近,面积：120㎡,租金：面议  
河北,沧州,（出租）出租南皮县东环仓库,区域：南皮 ,地段：南皮县东环附近或十王店村,面积：100㎡,租金：面议  
河北,沧州,（出租）旧货市场东仓库出租,区域：新华 ,地段：新华区孙庄子附近或沧州旧货交易市场,面积：180㎡,租金：面议  
河北,沧州,（出租）新旺兴农镀锌钢管保温大棚,区域：沧县 ,地段：泊头齐桥附近或周庄,面积：8000㎡,租金：面议  
河北,沧州,（出租）西屯村仓库200平米,区域：新华 ,地段：西屯村附近,面积：200㎡,租金：500元/月  
河北,沧州,（出租）出租厂房、门市,区域：东光 ,地段：东光县南霞口附近或付庄,面积：300㎡,租金：面议  
河北,沧州,（出租）大道卢庄村仓库160平米,区域：献县 ,地段：南环南面大道卢庄村附近,面积：160㎡,租金：850元/月  
河北,沧州,（出租）出租运河仓库厂房,区域：运河 ,地段：小王庄乡附近或孔辛庄,面积：1000㎡,租金：面议  
河北,沧州,（出租）出租黄骅城西南王曼村厂房也可作仓库,区域：黄骅 ,地段：黄骅城西临近307附近或南王曼村,面积：400㎡,租金：面议  
河北,沧州,（出租）新建仓库预对外出租,区域：运河 ,地段：运河区梁官屯附近,面积：320㎡,租金：3000元/月  
河北,沧州,（出租）南皮赵庄仓库2000平米,区域：南皮 ,地段：南皮赵庄附近,面积：2000㎡,租金：1元/㎡/天  
河北,沧州,（出租）现有仓库低价出租,区域：新华 ,地段：鞠官屯南头附近,面积：100㎡,租金：500元/月  
河北,沧州,（出租）海河路荣官屯路旁前门市后仓库出租,区域：新华 ,地段：海河路荣官屯路附近或彩龙国际,五金城,配件城,面积：100㎡,租金：面议  
河北,沧州,（出租）便利厂房仓库出租,区域：新华 ,地段：芦家园附近,面积：200㎡,租金：1000元/㎡/天  
河北,沧州,（出租）自家400平米仓库厂房,区域：新华 ,地段：南北大街与307国道路口附近,面积：400㎡,租金：4000元/月  
河北,沧州,（出租）出租运河南环仓库,区域：运河 ,地段：南外环附近或沧兴集团,面积：600㎡,租金：面议  
河北,沧州,（出租）新旺兴农保温大棚0926凌美保温板房,None,地段：泊头齐桥附近或周庄,面积：9000㎡,租金：面议  
