河北,保定,（出租）长安工业园仓库1000平米,区域：西城 ,地段：长安工业园附近,面积：1000㎡,租金：10元/㎡/天  
河北,保定,（出租）市二中古物市场对面地下室两间仓库60平米,区域：南市 市一中 ,地段：古物市场对面地下室两间附近,面积：60㎡,租金：500元/月  
河北,保定,（出租）定州市北城区清水河独院仓库200平米,区域：北城 ,地段：定州市北城区清水河附近,面积：200㎡,租金：6元/㎡/天  
河北,保定,（出租）出租长城北大街与北二环头台村500平库房,区域：北市 新保师附小 ,地段：长城北大街与北二环交叉口附近或头台村,面积：500㎡,租金：面议  
河北,保定,（出租）保定东站北，七一路南仓库700平米,区域：北市 ,地段：保定东站北，七一路南附近,面积：700㎡,租金：3500元/月  
河北,保定,（出租）保定七中纸厂路仓库100平米,区域：新市 保定七中 ,地段：纸厂路附近,面积：100㎡,租金：1元/月  
河北,保定,（出租）北市区周边租库房赠办公楼,区域：北市 北市区周边 ,地段：看守所对面附近,面积：800㎡,租金：10元/㎡/天  
河北,保定,（出租）蠡县仓库出租10一1000平米,区域：保定周边 蠡县 ,地段：东环附近,面积：500㎡,租金：10000元/月  
河北,保定,（出租）出租北市区北二环与东二环交叉口附近600平米仓库,区域：北市 北市区周边 ,地段：农村信用社对面附近或长城北大接1988号,面积：600㎡,租金：面议  
河北,保定,（出租）新市区周边南章村厂房1200平米,区域：新市 新市区周边 ,地段：南章村附近,面积：1200㎡,租金：1元/㎡/天  
河北,保定,（出租）出租北市长城北大街头台村上下两层带院库房,区域：北市 新保师附小 ,地段：长城北大街附近或头台村,面积：150㎡,租金：1000元/月  
河北,保定,（出租）出租南市区南大园乡西马池村自家盖的库房,区域：南市 河北农大 ,地段：西马池村附近或西马池村,面积：150㎡,租金：10元/㎡/天  
河北,保定,（出租）出租北市区周边仓库200平米价格面议,区域：北市 北市区周边 ,地段：长城北大街附近或北张庄,面积：200㎡,租金：面议  
河北,保定,（出租）可做商铺,厂房,车间,幼儿园,仓库门店,区域：涿州 ,地段：百尺竿镇两河村附近,面积：700㎡,租金：10000000元/㎡/天  
河北,保定,（出租）高开区韩村整体库房/商住两用,区域：高开 ,地段：阳光北大街附近或复兴路,面积：199㎡,租金：面议  
河北,保定,（出租）清苑京港澳高速清苑出口三百米仓库2200平米,区域：保定周边 清苑 ,地段：京石高速清苑出口三百米附近,面积：2200㎡,租金：15000元/月  
河北,保定,（出租）东二环复兴路厂房仓库出租100㎡200㎡300㎡,区域：北市 北市区周边 ,地段：前辛庄附近或东二环复兴路,面积：300㎡,租金：面议  
河北,保定,（出租）出租南市-南市区周边1800平米仓库15000元/月,区域：南市 南市区周边 ,地段：南二环顺达加油站南行附近,面积：1800㎡,租金：15000  
河北,保定,（出租）乌马庄菜市场内仓库50平米,区域：南市 河北农大 ,地段：南二环与乐凯南大街交叉口附近,面积：50㎡,租金：500元/㎡/天  
河北,保定,（出租）出租高碑店1000平米仓库5000元/月,区域：高碑店 ,地段：雷达站南侧附近,面积：1000㎡,租金：5000  
河北,保定,（出租）朝阳南大街长城附近南辛庄新盖仓库200平米,区域：南市 ,地段：朝阳南大街长城附近南辛庄附近,面积：200㎡,租金：2000元/㎡/天  
河北,保定,（出租）五四西路出租临街库房一间,区域：新市 竞秀公园 ,地段：建设路与五四西路交叉口附近或原乐凯宾馆,面积：65㎡,租金：1100元/月  
河北,保定,（出租）南二环二手车市场西行500米路北紧临主路,区域：南市 ,地段：二手车市场附近附近或阳光小区对过,面积：2000㎡,租金：面议  
河北,保定,（出租）出租西二环与天威西路附近厂库房,区域：新市 新市区周边 ,地段：西二环与天威西路附近附近,面积：1320㎡,租金：1元/㎡/天  
河北,保定,（出租）大型冷库出租,场地厂房出租,区域：保定周边 清苑 ,地段：清苑县东顾庄村南附近或保衡路京港澳高速,面积：10000㎡,租金：面议  
河北,保定,（出租）丽景蓝湾北市盛和家园北，店上村仓库29平米,区域：北市 丽景蓝湾 ,地段：北市盛和家园北，店上村附近,面积：28㎡,租金：390元/月  
河北,保定,（出租）（出租）出租长城北大街与北二环头台村500平库房,区域：北市 新保师附小 ,地段：长城北大街与北二环交叉口附近,面积：500㎡,租金：面议  
河北,保定,（出租）出租高开区仓库，水泥地面,区域：高开 ,地段：电谷锦江附近或鲁岗路199号,面积：4000㎡,租金：面议  
河北,保定,（出租）徐水白塔铺村口（107路西）仓库1700平米,区域：保定周边 徐水 ,地段：白塔铺村口（107路西）附近,面积：1700㎡,租金：1元/㎡/天  
河北,保定,（出租）出租库房200㎡便宜电谷东沈庄,区域：高开 ,地段：保定市新市区创业路附近附近或保定电台,面积：200㎡,租金：2000元/月  
河北,保定,（出租）出租北城区温馨家园车库,区域：北城 ,地段：张寒晖广场附近或温馨家园,面积：24㎡,租金：350元/月  
河北,保定,（出租）万和城附近仓库对外出租,区域：高开 ,地段：乐凯北大街，万和城对面，附近,面积：300㎡,租金：3850元/月  
河北,保定,（出租）出租南市-南市区周边500平米仓库5000元/月,区域：南市 南市区周边 ,地段：利民路附近,面积：500㎡,租金：5000  
河北,保定,（出租）出租新市竞秀公园仓库,区域：新市 竞秀公园 ,地段：五四西路附近或万博广场,面积：150㎡,租金：2000元/月  
河北,保定,（出租）出租南市-南市区周边260平米仓库3500元/月,区域：南市 南市区周边 ,地段：东二环附近,面积：260㎡,租金：3500元/月  
河北,保定,（出租）军校广场东三环付村仓库1000平米,区域：北市 军校广场 ,地段：东三环付村附近,面积：1000㎡,租金：6000元/㎡/天  
河北,保定,（出租）出租南市南市区周边仓库,区域：南市 南市区周边 ,地段：南二环附近或东二环,面积：260㎡,租金：面议  
河北,保定,（出租）北市区周边北二环地道桥桥东路南仓库760平米,区域：北市 北市区周边 ,地段：北二环地道桥桥东路南附近,面积：760㎡,租金：5000undefined  
河北,保定,（出租）出租新市西鲁岗仓库,区域：新市 西鲁岗 ,地段：北二环、西二环交叉口附近或红山庄园以西,面积：5333㎡,租金：面议  
河北,保定,（出租）南二环仓库厂房出租………,区域：南市 河北农大 ,地段：南二环北500米附近,面积：700㎡,租金：5500元/月  
河北,保定,（出租）出租厂房1000平米门面80平米有意者请与我联系！,区域：北市 北市区周边 ,地段：北二环新车管所附近或北行200米路西,面积：1000㎡,租金：面议  
河北,保定,（出租）满城新盖仓库建设局路西仓库800平米,区域：保定周边 满城 ,地段：建设局路西附近,面积：800㎡,租金：125元/㎡/天  
河北,保定,（出租）新市区周边七一西路与西二环交叉口南仓库400平米,区域：新市 新市区周边 ,地段：七一西路与西二环交叉口南附近,面积：400㎡,租金：30000undefined  
河北,保定,（出租）大石桥村，临近新发地农贸仓库400平米,区域：涿州 ,地段：大石桥村，临近新发地农贸附近,面积：400㎡,租金：2500元/月  
河北,保定,（出租）南市区二层小楼仓库,区域：南市 南市区周边 ,地段：南市区附近或京珠高速南口东行1公里,面积：400㎡,租金：面议  
河北,保定,（出租）出售全套汽修工具，气泵等,区域：南市 南市区周边 ,地段：东三环南二环交叉口东附近,面积：10㎡,租金：1元/㎡/天  
河北,保定,（出租）丽景蓝湾北市区北二环附近仓库300平米,区域：北市 丽景蓝湾 ,地段：北市区北二环附近附近,面积：300㎡,租金：1700元/㎡/天  
河北,保定,（出租）出租南市-南市区周边600平米仓库4500元/月,区域：南市 南市区周边 ,地段：朝阳大街与南二环交叉口附近,面积：600㎡,租金：4500  
河北,保定,（出租）出租南市-南市区周边850平米仓库1111元/月,区域：南市 南市区周边 ,地段：朝阳南大街长城天桥附近,面积：850㎡,租金：1111  
河北,保定,（出租）新市区周边建国路大祝泽段仓库8000平米,区域：新市 新市区周边 ,地段：建国路大祝泽段附近,面积：8000㎡,租金：1元/㎡/天  
河北,保定,（出租）新市区周边向阳北路博为科技园邻东仓库40平米,区域：新市 新市区周边 ,地段：向阳北路博为科技园邻东附近,面积：40㎡,租金：500元/月  
河北,保定,（出租）低价出租高碑店世纪大道东厂房仓库600平米,区域：高碑店 ,地段：高碑店世纪大道东附近,面积：600㎡,租金：3800元/月  
河北,保定,（出租）大型厂房出租地理位置好好好,区域：西城 ,地段：中兴西路与胜利街交汇处附近或中通快递对面,面积：500㎡,租金：1元/月  
河北,保定,（出租）西大街证券旁边小屋一间仓库15平米,区域：南市 ,地段：西大街证券小屋一间附近,面积：10㎡,租金：200元/月  
河北,保定,（出租）市一中南市区黄庄村厂房500平米,区域：南市 市一中 ,地段：南市区黄庄村附近,面积：500㎡,租金：5300元/月  
河北,保定,（出租）新市区周边107国道建国路段仓库700平米,区域：新市 新市区周边 ,地段：107国道建国路段附近,面积：700㎡,租金：5500元/月  
河北,保定,（出租）美术中学西苑北区车库，库房仓库38平米,区域：北市 美术中学 ,地段：出租地上车库库房办公住宿附近,面积：38㎡,租金：850元/月  
河北,保定,（出租）富江路临街仓库,带两个独立办公室,区域：新市 保百购物家园 ,地段：富江路附近,面积：200㎡,租金：2200元/月  
河北,保定,（出租）出租高碑店市闫家务库房300平米,区域：高碑店 ,地段：闫家务村附近,面积：300㎡,租金：2500元/月  
河北,保定,（出租）北市区周边东三环与北三环仓库300平米,区域：北市 北市区周边 ,地段：东三环与北三环附近,面积：300㎡,租金：2000元/月  
河北,保定,（出租）安新安新县大王镇大王村仓库5.5亩左右,区域：保定周边 安新 ,地段：安新县大王镇大王村附近,面积：3500㎡,租金：3500元/月  
河北,保定,（出租）【新市区】低价出租千平米库房，水电齐全有办公室,区域：新市 新市区周边 ,地段：保定市建国西路附近或小人国纸业西行500米,面积：1000㎡,租金：面议  
河北,保定,（出租）厂房对外出租,区域：南市 南市区周边 ,地段：南市区南二环附近或石桥乡政府,面积：300㎡,租金：面议  
河北,保定,（出租）出租高开1700平米仓库10000元/月,区域：高开 ,地段：石油化工厂东门对面附近,面积：1700㎡,租金：10000  
河北,保定,（出租）出租北市东站东侧仓库,区域：北市 ,地段：东站附近,面积：900㎡,租金：面议  
河北,保定,（出租）北三环大马坊仓库,区域：高开 ,地段：红星美凯龙附近,面积：1000㎡,租金：5000元/月  
河北,保定,（出租）可安要求盖新市区周边江城村内库房仓库,区域：新市 新市区周边 ,地段：江城村内库房附近,面积：666㎡,租金：1元/㎡/天  
河北,保定,（出租）河北农大三丰路南金庄村仓库65平米,区域：南市 河北农大 ,地段：三丰路南金庄村附近,面积：65㎡,租金：1000undefined  
河北,保定,（出租）望都县泰和园小区车库,区域：保定周边 望都 ,地段：泰和园小区附近或望都汽车站,面积：30㎡,租金：350元/月  
河北,保定,（出租）北三环厂房库房出租,区域：北市 北市区周边 ,地段：北三环附近或维多利亚小区,北环建材,面积：3000㎡,租金：面议  
河北,保定,（出租）南刘各庄仓库150平米,区域：南市 ,地段：南刘各庄附近,面积：150㎡,租金：1500元/月  
河北,保定,（出租）北市区周边韩庄乡徐和桥库房200平米,区域：北市 北市区周边 ,地段：韩庄乡徐和桥附近,面积：200㎡,租金：500元/月  
河北,保定,（出租）七一东路与东二环交叉口马庄村内出租库房,区域：北市 军校广场 ,地段：七一东路与东二环交叉口附近,面积：104㎡,租金：800元/月  
河北,保定,（出租）出租大册营南侧-满城1000平米仓库1000元/月,区域：保定周边 满城 ,地段：王各庄，大册营紧邻附近,面积：1000㎡,租金：1000  
河北,保定,（出租）北市区周边东二环软件学院往东厂房1600平米,区域：北市 北市区周边 ,地段：东二环软件学院往东附近,面积：220㎡,租金：3元/㎡/天  
河北,保定,（出租）出租高速引线原看守所附近独院一亩水电齐全交通便利,区域：北市 军校广场 ,地段：七一东路高速引线附近或公安局东院,面积：500㎡,租金：面议  
河北,保定,（出租）南市区周边保定市朝阳南大街北沟头村仓库1500㎡,区域：南市 南市区周边 ,地段：保定市朝阳南大街北沟头村附近,面积：1500㎡,租金：3000元/月  
河北,保定,（出租）恒祥大街北三环出租仓库,None,地段：北市区恒祥大街北三环口附近或金融学校,面积：320㎡,租金：面议  
河北,保定,（出租），河大新校区八号公寓,区域：保定周边 ,地段：，交通方便，水电齐全，附近,面积：60㎡,租金：1000元/月  
河北,保定,（出租）北市区周边长城北大街北张庄村仓库200平米,区域：北市 北市区周边 ,地段：长城北大街北张庄村附近,面积：200㎡,租金：1700元/月  
河北,保定,（出租）南关大桥仓库300平,区域：南市 ,地段：市一中、南关大桥附近,面积：300㎡,租金：3000元/月  
河北,保定,（出租）河大新区附近出租库房,区域：北市 北市区周边 ,地段：河大新区附近附近,面积：120㎡,租金：1500元/月  
河北,保定,（出租）军校广场东二环梁庄村市公安局东院仓库120平米,区域：北市 军校广场 ,地段：东二环梁庄村市公安局东院附近,面积：120㎡,租金：900元/月  
河北,保定,（出租）出租南市客运中心仓库,区域：南市 客运中心 ,地段：东二环附近或焦庄社区,面积：150㎡,租金：0.2元/㎡/天  
河北,保定,（出租）库房出租，面积1100平米,区域：保定周边 满城 ,地段：满城眺山营村附近,面积：1100㎡,租金：4000元/月  
河北,保定,（出租）库房出租，面积600平,区域：保定周边 满城 ,地段：满城区眺山营村附近,面积：600㎡,租金：2500元/月  
河北,保定,（出租）东二环焦庄村口库房出租,区域：南市 客运中心 ,地段：东二环焦庄村口附近,面积：150㎡,租金：1元/㎡/天  
河北,保定,（出租）出租景秀区604厂西侧仓库,区域：新市 ,地段：604厂附近或南章村果园,面积：200㎡,租金：面议  
河北,保定,（出租）出租鲁岗路和向阳路交叉口处仓库,区域：高开 ,地段：锦江电谷附近或鲁岗路199号,面积：4000㎡,租金：面议  
河北,保定,（出租）300平米大库房出租,区域：保定周边 高阳 ,地段：师范附近或师范,面积：300㎡,租金：面议  
河北,保定,（出租）出租库房,紧邻107国道有意者电话联系,区域：北城 ,地段：北城区附近或蓝山假日107国道,面积：90㎡,租金：面议  
河北,保定,（出租）杨庄子社区中山绿洲东墙外仓库,区域：西城 ,地段：杨庄子社区中山绿洲东墙外附近,面积：400㎡,租金：1000元/月  
河北,保定,（出租）南市区周边南二环北沟头村仓库800平米,区域：南市 南市区周边 ,地段：南二环北沟头村附近,面积：800㎡,租金：80000元/㎡/天  
河北,保定,（出租）整体厂房库房出租水电齐全配备全面1,区域：涿州 ,地段：南邻涿涞路北邻高尔夫大道附近或西坛村,面积：2000㎡,租金：4200元/月  
河北,保定,（出租）出租新市区红山庄园附近仓库,区域：新市 西鲁岗 ,地段：北二环附近或西二环以东,面积：6667㎡,租金：面议  
河北,保定,（出租）有大小库房出租,区域：南市 ,地段：南市区南八里庄村附近或高保路口,面积：100㎡,租金：面议  
河北,保定,（出租）【个人仓库出租】头台村北二环东段,区域：北市 北市区周边 ,地段：头台村北二环东段附近,面积：400㎡,租金：1元/月  
河北,保定,（出租）新保师附小北二环长城大街交叉口附近仓库400平米,区域：北市 新保师附小 ,地段：北二环长城大街交叉口附近附近,面积：400㎡,租金：4000元/月  
河北,保定,（出租）出租南市河北农大仓库,区域：南市 河北农大 ,地段：保定市南市区五尧乡先锋厂附近或先锋厂,面积：1000㎡,租金：面议  
河北,保定,（出租）时代商厦土桥61号仓库50平米出租,区域：新市 时代商厦 ,地段：土桥61号附近,面积：50㎡,租金：1000元/月  
河北,保定,（出租）出租南市南市区周边仓库,区域：南市 南市区周边 ,地段：利民路附近或铁道口,面积：1000㎡,租金：面议  
河北,保定,（出租）出租南市-南市区周边1350平米仓库10000元/月,区域：南市 南市区周边 ,地段：朝阳路长城汽车3部南侧附近,面积：1350㎡,租金：10000  
河北,保定,（出租）新市区周边天威路与西二环交叉口西侧,区域：新市 新市区周边 ,地段：天威路与西二环交叉口西侧附近,面积：300㎡,租金：40元/㎡/天  
河北,保定,（出租）清苑迎宾街康源药房南行300仓库360平米,区域：保定周边 清苑 ,地段：迎宾街康源药房南行300附近,面积：360㎡,租金：100元/㎡/天  
河北,保定,（出租）南二环与东二环交叉口200平库房,区域：南市 南市区周边 ,地段：南二环附近或利民路,客运站,面积：200㎡,租金：面议  
河北,保定,（出租）邮局对面享福小区仓库15平米,区域：安国 ,地段：邮局对面享福小区附近,面积：15㎡,租金：35元/月  
河北,保定,（出租）新市区周边盛兴西路，六零四厂附近仓库2000㎡,区域：新市 新市区周边 ,地段：盛兴西路，六零四厂附近附近,面积：2000㎡,租金：5000元/月  
河北,保定,（出租）易县易县大北城高速口400米仓库350平米,区域：保定周边 易县 ,地段：易县大北城高速口400米附近,面积：350㎡,租金：1undefined  
河北,保定,（出租）唐县长古城仓库3000平米冷库,区域：保定周边 唐县 ,地段：长古城附近,面积：3000㎡,租金：1元/㎡/天  
河北,保定,（出租）出租新市新市区周边仓库,区域：新市 新市区周边 ,地段：西三环附近或与七一路交叉口北边,面积：600㎡,租金：3600元/月  
河北,保定,（出租）定兴燕城隽府B区地下室仓库10平米,区域：保定周边 定兴 ,地段：燕城隽府B区地下室附近,面积：10㎡,租金：100元/月  
河北,保定,（出租）满城南外环附近，西佃庄村西。仓库400平米,区域：保定周边 满城 ,地段：南外环附近，西佃庄村西。附近,面积：400㎡,租金：1元/㎡/天  
河北,保定,（出租）出租新市-保定七中140平米仓库1300元/月,区域：新市 保定七中 ,地段：盛兴西路外滩斜对面附近,面积：140㎡,租金：1300  
河北,保定,（出租）新发地空院子出租,区域：高碑店 ,地段：新发地1千米北向附近,面积：2000㎡,租金：5元/㎡/天  
河北,保定,（出租）出租大仓库高阳师范附近库房,区域：保定周边 高阳 ,地段：高阳师范附近附近,面积：300㎡,租金：面议  
河北,保定,（出租）北市区周边北市区长城北大街后营村厂房350平米,区域：北市 北市区周边 ,地段：北市区长城北大街后营村附近,面积：350㎡,租金：3500元/月  
河北,保定,（出租）库房、门脸出租,区域：新市 保定七中 ,地段：五四路、乐凯大街交叉路口附近或新市场市场、先锋街市场,面积：200㎡,租金：面议  
河北,保定,（出租）出租保定周边清苑仓库,区域：保定周边 清苑 ,地段：清苑中冉村附近或新华西街中冉中学附近,面积：500㎡,租金：面议  
河北,保定,（出租）定州市北城区新立街88号,厂房库房出租,区域：北城 ,地段：定州市北城区新立街88号附近或兴国寺东100米,面积：1000㎡,租金：面议  
河北,保定,（出租）万吨冷库大型低温冷库出租,区域：北城 ,地段：迎宾大道与高速路口附近或30米,面积：2000㎡,租金：面议  
河北,保定,（出租）万吨冷库低温冷库招租,区域：北城 ,地段：迎宾大道与高速路口附近,面积：2000㎡,租金：1元/㎡/天  
河北,保定,（出租）出租南市河北农大仓库、库房,区域：南市 河北农大 ,地段：太行路附近,面积：500㎡,租金：面议  
河北,保定,（出租）南市区周边朝阳南大街仓库200平米,区域：南市 南市区周边 ,地段：朝阳南大街附近,面积：200㎡,租金：2000元/月  
河北,保定,（出租）出租北市仓库大学科技园内,区域：北市 ,地段：北二环附近,面积：750㎡,租金：1元/㎡/天  
河北,保定,（出租）低价出租库房地址头台村,区域：北市 ,地段：长城大街与北二环附近或头台村,面积：300㎡,租金：1500元/月  
河北,保定,（出租）北市区周边河大新校区北仓库90平米,区域：北市 北市区周边 ,地段：河大新校区北附近,面积：90㎡,租金：600元/月  
河北,保定,（出租）古莲花池南二环仓库500平米,区域：南市 古莲花池 ,地段：南二环附近,面积：500㎡,租金：4000元/月  
河北,保定,（出租）安国药威大街仓库180平米地点好商圈成熟交通便利,区域：安国 ,地段：药威大街附近,面积：180㎡,租金：1500元/月  
河北,保定,（出租）出租北市火车站仓库,区域：北市 火车站 ,地段：建国路附近或泽园工业园区,面积：5000㎡,租金：29000元/月  
河北,保定,（出租）出租保定周边-清苑1000平米仓库10000元/月,区域：保定周边 清苑 ,地段：107省道附近,面积：1000㎡,租金：10000  
河北,保定,（出租）清苑清苑县北环路北大冉村仓库410平米,区域：保定周边 清苑 ,地段：清苑县北环路北大冉村附近,面积：410㎡,租金：2500元/月  
河北,保定,（出租）清苑县城南大冉村出租库房200平米,区域：保定周边 清苑 ,地段：清苑县城南大冉村附近,面积：200㎡,租金：1000元/月  
河北,保定,（出租）出租南市客运中心仓库,区域：南市 客运中心 ,地段：保定市南市区焦庄乡焦庄村附近或客运中心大自然建材城,面积：1200㎡,租金：面议  
河北,保定,（出租）出租北三环路边，独院厂房库房，1400米,区域：高开 ,地段：北三环附近或东营,面积：1400㎡,租金：9000元/月  
河北,保定,（出租）出租:库房,30-100平米,动物园南,平房。,区域：南市 动物园 ,地段：劳技校西侧附近或河北农大本部,面积：400㎡,租金：0.33元/㎡/天  
河北,保定,（出租）出租新市仓库或者厂房,区域：新市 ,地段：三丰西路和向阳南路交叉口附近,面积：500㎡,租金：面议  
河北,保定,（出租）南市区周边南二环附近三亩独院厂房1300平米,区域：南市 南市区周边 ,地段：南二环附近,面积：1300㎡,租金：面议  
河北,保定,（出租）军校广场东二环软件学院东侧仓库300平米,区域：北市 军校广场 ,地段：东二环软件学院东侧附近,面积：300㎡,租金：1元/㎡/天  
河北,保定,（出租）出租保定满城工业街水泵厂对过电力局家属院库房,区域：保定周边 ,地段：满城附近,面积：22㎡,租金：350元/月  
河北,保定,（出租）出租保定周边-清苑1000平米仓库300元/月,区域：保定周边 清苑 ,地段：中冉中学西100米附近,面积：1000㎡,租金：300  
河北,保定,（出租）五一九韩村村里库房之前家具库房仓库50平米,区域：新市 五一九 ,地段：韩村村里库房之前家具库房附近,面积：50㎡,租金：500元/月  
河北,保定,（出租）出租涿州库房仓库,区域：涿州 ,地段：107国道附近或西关桥西行,面积：300㎡,租金：面议  
河北,保定,（出租）出租涿州仓库厂房,区域：涿州 ,地段：107国道附近或西关,面积：300㎡,租金：面议  
河北,保定,（出租）北章房屋出租,区域：新市 ,地段：隆兴西路附近或西二环,面积：400㎡,租金：面议  
河北,保定,（出租）南市区周边长城南大街路边库房2个仓库,区域：南市 南市区周边 ,地段：长城南大街路边库房2个附近,面积：700㎡,租金：60元/㎡/天  
河北,保定,（出租）150平米库房出租,区域：保定周边 满城 ,地段：西环陶左村口附近或金地酒店,面积：150㎡,租金：1500元/月  
河北,保定,（出租）河北农大宜运家园地上车库20平米,区域：南市 河北农大 ,地段：宜运家园附近,面积：20㎡,租金：350元/月  
河北,保定,（出租）南市区周边高速大桥东30米大桥仓库700㎡,区域：南市 南市区周边 ,地段：保新路高速大桥附近,面积：400㎡,租金：2000元/月  
河北,保定,（出租）明月豪苑一期地上车库仓库22平米,区域：北城 ,地段：明月豪苑一期地上车库附近,面积：22㎡,租金：1元/㎡/天  
河北,保定,（出租）出租新市-新市区周边2000㎡仓库2500元/月,区域：新市 新市区周边 ,地段：西二环康庄路口附近,面积：2000㎡,租金：2500  
河北,保定,（出租）出租北市仓库厂房,区域：北市 ,地段：东三环西百楼附近,面积：200㎡,租金：面议  
河北,保定,（出租）出租大边坨村库房,区域：高开 ,地段：保定市大边坨村附近,面积：200㎡,租金：面议  
河北,保定,（出租）仓库，门脸，出租,区域：北市 北市区周边 ,地段：河大新区附近,面积：30㎡,租金：400元/月  
河北,保定,（出租）河北农大三丰中路，南金庄村仓库130平米,区域：南市 河北农大 ,地段：三丰中路，南金庄村附近,面积：130㎡,租金：1200元/月  
河北,保定,（出租）紫芳园车库车库24平米,区域：西城 ,地段：紫芳园车库附近,面积：24㎡,租金：300元/月  
河北,保定,（出租）107环城医院附近仓库500平米出租，可做车间,区域：西城 ,地段：107环城医院附近附近,面积：500㎡,租金：5000元/月  
河北,保定,（出租）出租高开仓库面积大交通方便,区域：高开 ,地段：大边坨附近,面积：3000㎡,租金：面议  
河北,保定,（出租）商业，居住，办公，住宅,区域：新市 交通局 ,地段：天威路二道桥附近或灵雨寺村桥口街,面积：280㎡,租金：面议  
河北,保定,（出租）清苑农贸市场东口南行300米仓库100平米,区域：保定周边 清苑 ,地段：农贸市场东口南行300米附近,面积：100㎡,租金：15元/㎡/天  
河北,保定,（出租）出租南市-南市区周边600平米仓库4000元/月,区域：南市 南市区周边 ,地段：朝阳路与南二环交叉口，附近,面积：600㎡,租金：4000  
河北,保定,（出租）出租新市竞秀公园仓库,区域：新市 竞秀公园 ,地段：五四西路附近或万博广场附近,面积：150㎡,租金：面议  
河北,保定,（出租）出租白沟幸福里小区库房，紧邻商贸城，位置好,区域：白沟 ,地段：国际商贸城附近或幸福里小区,面积：45㎡,租金：面议  
河北,保定,（出租）厂房出租,超低价格,区域：高开 ,地段：大边坨村附近或保满路,面积：700㎡,租金：面议  
河北,保定,（出租）朝阳北大街厂房150平米,区域：高开 ,地段：朝阳北大街附近,面积：150㎡,租金：1350元/月  
河北,保定,（出租）出租高开区位置小区内地下车库仓库,区域：高开 ,地段：复兴路新一代B区附近或宁和小区地下车库,面积：80㎡,租金：面议  
河北,保定,（出租）电谷锦江东，创业路，沈庄仓库108-198平米,区域：高开 ,地段：电谷锦江东，创业路，沈庄附近,面积：198㎡,租金：1000元/月  
河北,保定,（出租）万和城二期地下室便宜出租,区域：高开 ,地段：西鲁岗万和城乐凯附近,面积：40㎡,租金：200元/月  
河北,保定,（出租）出租保定周边-清苑300平米仓库200元/月,区域：保定周边 清苑 ,地段：中冉村中学西边附近,面积：300㎡,租金：200  
