河北,石家庄,（出租）(个人)石清路,上京北四合院库房出租,区域：鹿泉 ,地段：大河物流附近或上京北4公里,面积：1200㎡,租金：面议  
河北,石家庄,（出租）铁路西恒山市场附近仓库对外出租,区域：正定 ,地段：恒山桥附近或金河物流园,面积：750㎡,租金：面议  
河北,石家庄,（出租）一千平方房库房出租,区域：开发区 经济技术开发区 ,地段：东三环附近,面积：1000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租肖家营花卉基地对面700平米仓库,区域：新华 赵陵铺 ,地段：红星街古城西路西行附近或肖家营花卉基地对面,面积：700㎡,租金：面议  
河北,石家庄,（出租）水上公园联盟路附近仓库400平米,区域：新华 联盟 ,地段：联盟路附近附近,面积：400㎡,租金：15元/㎡/天  
河北,石家庄,（出租）裕华周边裕翔街环城水系旁仓库厂房2100平米,区域：裕华 裕华周边 ,地段：裕翔街环城水系旁附近,面积：2100㎡,租金：20000元/月  
河北,石家庄,（出租）中华大街标准库房出租,区域：新华 柏林 ,地段：中华大街与柏林南路交叉口附近或信誉楼南侧,面积：800㎡,租金：面议  
河北,石家庄,（出租）裕华翟营大街仓库，厂房，个人，中介勿扰,区域：裕华 翟营大街 ,地段：裕华区，308国道，众美附近或裕华区，308国道，众美,面积：1500㎡,租金：面议  
河北,石家庄,（出租）出租桥东东平路仓库,区域：桥东 东平路 ,地段：东平路附近或135国家储备仓库,面积：35㎡,租金：500元/月  
河北,石家庄,（出租）库房出租交通便利水电齐全,区域：开发区 精英中学 ,地段：学院路西仰陵村南附近或南二环东沿线,面积：650㎡,租金：面议  
河北,石家庄,（出租）特色钢结构库房厂房寻租！！,区域：裕华 翟营大街 ,地段：翟营大街附近或众美廊桥四季,面积：6000㎡,租金：面议  
河北,石家庄,（出租）出租长安长安周边仓库,区域：长安 长安周边 ,地段：红星街78号附近,面积：50㎡,租金：15元/㎡/天  
河北,石家庄,（出租）出租长安长安周边仓库,区域：长安 长安周边 ,地段：长安区西兆通石黄告诉路口附近或紧临商贸城,面积：700㎡,租金：0.3元/㎡/天  
河北,石家庄,（出租）五七新华区经贸大学附近仓库1200㎡,区域：新华 五七 ,地段：新华区经贸大学附近附近,面积：1200㎡,租金：7500元/月  
河北,石家庄,（出租）二环内正规仓库,300,600平仓库出租~提供配送,区域：桥东 佳农市场 ,地段：平安南大街东平路附近或新火车站,佳农市场,面积：2000㎡,租金：面议  
河北,石家庄,（出租）出租厂房库房石铜路南二环宇翔国际物流厂房630平米,区域：桥西 石铜路 ,地段：石铜路南二环宇翔国际物流附近或宇翔国际物流,面积：630㎡,租金：0.4元/㎡/天  
河北,石家庄,（出租）(个人无中介)自家闲置厂房可租可出售,价格好商量,区域：藁城 ,地段：石家庄市藁城兴安镇西里村附近,面积：600㎡,租金：面议  
河北,石家庄,（出租）胜利南大街南位村出租库房厂房车间400到6000平,区域：裕华 南货厂 ,地段：107国道南二环附近或润得五金，南货厂，火车站,面积：6000㎡,租金：0.3元/㎡/天  
河北,石家庄,（出租）谈固瑞城A3地下室仓库15平米,区域：长安 谈固 ,地段：瑞城A3地下室附近,面积：15㎡,租金：200元/月  
河北,石家庄,（出租）出租厂房,库房,区域：开发区 长江大道 ,地段：长江大道北附近或东三环北边,面积：110㎡,租金：面议  
河北,石家庄,（出租）方兴路东端华宇物流附近厂房库房,区域：裕华 裕华周边 ,地段：方兴路东头附近或华宇物流,面积：500㎡,租金：面议  
河北,石家庄,（出租）出租新华五七仓库,区域：新华 五七 ,地段：学府路附近或经贸大学,面积：1000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租裕华-众美100平米仓库1200元/月,区域：裕华 众美 ,地段：赵卜口附近,面积：100㎡,租金：1200  
河北,石家庄,（出租）裕西时光街与槐安路交口仓库24平米,区域：桥西 裕西 ,地段：时光街与槐安路交口附近,面积：24㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租开发区天山大街仓库两处200跟150平独院,区域：开发区 天山大街 ,地段：槐安路附近或强大泵业长久中心,面积：200㎡,租金：面议  
河北,石家庄,（出租）出租长安-胜北680平米仓库1元/月,区域：长安 胜北 ,地段：北外环翠屏路上附近,面积：680㎡,租金：1  
河北,石家庄,（出租）【推荐】胜利北大街二环内专业库房,区域：桥东 ,地段：工人街和义南路附近,面积：1500㎡,租金：面议  
河北,石家庄,（出租）南三环太行大街仓库2000㎡,区域：开发区 开发区周边 ,地段：南三环太行大街附近,面积：2000㎡,租金：3300元/月  
河北,石家庄,（出租）出租桥西新石仓库,区域：桥西 新石 ,地段：新火车站附近,面积：500㎡,租金：0.5元/㎡/天  
河北,石家庄,（出租）出租开发区经济技术开发区仓库,区域：开发区 经济技术开发区 ,地段：格力空调附近或韩通村,面积：600㎡,租金：面议  
河北,石家庄,（出租）西三环旁南杜出租厂房库房(个人),区域：桥西 桥西周边 ,地段：西三环旁(碧水蓝湾)附近或西二环与南二环交口附近,面积：300㎡,租金：面议  
河北,石家庄,（出租）正规仓库出租\商超配送\区域配送中储第三方物流,区域：长安 胜北 ,地段：北三环与西柏坡高速附近或大安舍,面积：30000㎡,租金：面议  
河北,石家庄,（出租）出租正定仓库，价格实惠，交通便利！,区域：正定 ,地段：正定县城107国道旁附近或正定西关村内,面积：200㎡,租金：面议  
河北,石家庄,（出租）出租新华和平西路仓库,区域：新华 和平西路 ,地段：华北食品城附近或大郭村,面积：70㎡,租金：面议  
河北,石家庄,（出租）出租槐安路西二环库房办公商务住宅均可,区域：鹿泉 ,地段：槐安路龙泉大桥附近或龙泉大桥,面积：260㎡,租金：面议  
河北,石家庄,（出租）山尹村镇山尹村饭店加工厂仓库300平米,区域：鹿泉 ,地段：山尹村镇山尹村附近,面积：300㎡,租金：1.59元/月  
河北,石家庄,（出租）友谊大街前太保厂房二层楼出租,区域：新华 友谊街口 ,地段：天苑小区附近,面积：300㎡,租金：面议  
河北,石家庄,（出租）出租新华新华周边仓库,区域：新华 新华周边 ,地段：新华区坤桥街11号附近或华北食品城、简良市场,面积：500㎡,租金：面议  
河北,石家庄,（出租）建设南大街南头仓库,区域：桥东 建设南大街 ,地段：南头附近,面积：1400㎡,租金：1元/月  
河北,石家庄,（出租）裕华周边裕翔街南三环附近仓库1400平米,区域：裕华 裕华周边 ,地段：裕翔街南三环附近附近,面积：1400㎡,租金：1元/月  
河北,石家庄,（出租）辛集教育路北段仓库300平米,区域：石家庄周边 辛集 ,地段：教育路北段附近,面积：300㎡,租金：1500元/月  
河北,石家庄,（出租）胜北胜利大街与华新路口仓库4000平米,区域：长安 胜北 ,地段：胜利大街与华新路口附近,面积：4000㎡,租金：1元/月  
河北,石家庄,（出租）出租裕华南二环体育大街仓库，可办公,区域：裕华 ,地段：南二环体育大街附近,面积：120㎡,租金：面议  
河北,石家庄,（出租）胜南三环与107国道交口附近厂房90平米,区域：桥东 胜南 ,地段：三环与107国道交口附近附近,面积：90㎡,租金：1300元/月  
河北,石家庄,（出租）出租南二环石铜路仓库200平米,区域：桥西 石铜路 ,地段：南二环石铜路南行200米附近或宇翔物流旁,面积：200㎡,租金：面议  
河北,石家庄,（出租）东二环白佛200---1600平全新库房出租,区域：桥东 和平东路 ,地段：和平东路附近或京港澳高速旁,面积：1600㎡,租金：面议  
河北,石家庄,（出租）出租开发区天山大街仓库,区域：开发区 天山大街 ,地段：强大泵业后面附近,面积：1800㎡,租金：面议  
河北,石家庄,（出租）大型库房，厂房。,区域：桥西 石铜路 ,地段：石铜路南二环附近,面积：1㎡,租金：1元/㎡/天  
河北,石家庄,（出租）用于厂房或仓库价格面义,区域：栾城 ,地段：南三环308旁边交通便利附近,面积：800㎡,租金：1元/月  
河北,石家庄,（出租）出租厂房,仓库,3200㎡。,区域：裕华 裕华 ,地段：裕华区东京北加油站南附近或方村,面积：3200㎡,租金：面议  
河北,石家庄,（出租）胜北华北鞋城，华北灯具城对面仓库600平米,区域：长安 胜北 ,地段：华北鞋城，华北灯具城对面附近,面积：600㎡,租金：9元/月  
河北,石家庄,（出租）石岗中华大街仓储自住均可小库房,区域：新华 石岗 ,地段：中华大街中储机电公司宿舍附近,面积：50㎡,租金：500元/月  
河北,石家庄,（出租）新华路新华西路商贸城附近仓库100平米,区域：新华 新华路 ,地段：新华西路商贸城附近附近,面积：100㎡,租金：4000元/月  
河北,石家庄,（出租）天元商务大厦出租仓库,区域：长安 跃进 ,地段：美丽华大酒店附近,面积：360㎡,租金：1.1元/㎡/天  
河北,石家庄,（出租）出租长安区南村附近仓库,区域：长安 长安周边 ,地段：307辅线附近或冀运盛通物流园,面积：50㎡,租金：1元/㎡/天  
河北,石家庄,（出租）石铜路东莲花营新建大小二库2000平米水电全,区域：鹿泉 ,地段：西三环南石铜路东附近或恒信汽配城金河湾甲鱼村南,面积：2000㎡,租金：面议  
河北,石家庄,（出租）石家庄经济技术开发区出租3000平米库房,区域：藁城 ,地段：石炼小区附近附近,面积：3000㎡,租金：0.5元/㎡/天  
河北,石家庄,（出租）栾城太阳城附近库房出租,区域：栾城 ,地段：冶河二中南行200米附近,面积：2600㎡,租金：面议  
河北,石家庄,（出租）出租裕华-裕兴1000平米仓库1元/月,区域：裕华 裕兴 ,地段：建华大街与东岗路附近附近,面积：1000㎡,租金：1  
河北,石家庄,（出租）出租裕华-裕兴1000平米仓库1元/月,区域：裕华 裕兴 ,地段：建华大街与东岗路附近附近,面积：1000㎡,租金：1  
河北,石家庄,（出租）出租新华友谊街口仓库,区域：新华 友谊街口 ,地段：友谊北大街附近或丽都河畔对面,面积：50㎡,租金：面议  
河北,石家庄,（出租）长安周边红星街与古城西路路口仓库450平米,区域：长安 长安周边 ,地段：红星街与古城西路路口附近,面积：450㎡,租金：1元/㎡/天  
河北,石家庄,（出租）独门独院,5间平房,可住可当仓库,区域：长安 长安周边 ,地段：凌透花园附近,面积：80㎡,租金：1000元/月  
河北,石家庄,（出租）赵陵铺中华大街南高基公园对过厂房2500平米,区域：新华 赵陵铺 ,地段：中华大街南高基公园对过附近,面积：2500㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租长安体育北大街仓库,区域：长安 体育北大街 ,地段：北二环附近或体育北大街,面积：180㎡,租金：面议  
河北,石家庄,（出租）(个人)出租仓库,区域：栾城 ,地段：南三环以南2公里附近或308国道,面积：5000㎡,租金：面议  
河北,石家庄,（出租）出租个人库房，车间,区域：裕华 裕华 ,地段：裕翔街和建华西路交叉口附近,面积：500㎡,租金：1元/㎡/天  
河北,石家庄,（出租）交通便利,水电齐全,区域：鹿泉 ,地段：鹿泉区上庄台头附近或槐安路,面积：400㎡,租金：面议  
河北,石家庄,（出租）裕华周边方兴路新元高速东200米仓库1300平米,区域：裕华 裕华周边 ,地段：方兴路新元高速东200米附近,面积：1300㎡,租金：1.11元/㎡/天  
河北,石家庄,（出租）带电梯仓库招商，适用库房、影楼、展厅、文体、培训等,区域：新华 ,地段：中华大街学府路附近,面积：2500㎡,租金：面议  
河北,石家庄,（出租）长江大道独院留村厂房200平米,区域：开发区 长江大道 ,地段：留村附近,面积：200㎡,租金：1800元/月  
河北,石家庄,（出租）红旗南三环高迁北街村仓库200平米,区域：桥西 红旗 ,地段：南三环高迁北街村附近,面积：200㎡,租金：2000元/月  
河北,石家庄,（出租）出租冷库冷冻间冷藏间,区域：正定 ,地段：正定县城慈公路路西附近或燕赵北大街地道桥,面积：250㎡,租金：面议  
河北,石家庄,（出租）出租新华东营村村北仓库,区域：新华 赵陵铺 ,地段：东营村附近,面积：1000㎡,租金：0.2元/㎡/天  
河北,石家庄,（出租）经济技术开发区北邑小区南行100米仓库1000平米,区域：开发区 经济技术开发区 ,地段：北邑小区南行100米附近,面积：1000㎡,租金：6000元/月  
河北,石家庄,（出租）红旗石铜路附加仓库200平米,区域：桥西 红旗 ,地段：石铜路附加附近,面积：200㎡,租金：3000元/月  
河北,石家庄,（出租）超高性价比综合库房厂房寻租,区域：裕华 众美 ,地段：南二环翟营大街南头附近或众美廊桥四季,面积：6000㎡,租金：面议  
河北,石家庄,（出租）体育北大街瀚唐斜对过仓库110平米,区域：长安 体育北大街 ,地段：瀚唐斜对过附近,面积：110㎡,租金：1100元/月  
河北,石家庄,（出租）体育南大街裕翔街仓库2000㎡,区域：裕华 体育南大街 ,地段：裕翔街附近,面积：2000㎡,租金：12元/月  
河北,石家庄,（出租）桥西紧邻南二环西延大宋楼村北1200m²,区域：桥西 桥西周边 ,地段：紧邻南二环西延大宋楼村北附近或毗邻南二环,面积：1200㎡,租金：面议  
河北,石家庄,（出租）南三环308冶河十字路口西行100米仓库1200平米,区域：栾城 ,地段：冶河十字路口西行100米附近,面积：1200㎡,租金：400元/㎡/天  
河北,石家庄,（出租）水上公园北门出租库房车位30-60平米价钱面议,区域：新华 水上公园 ,地段：东三庄小区附近,面积：30㎡,租金：500元/月  
河北,石家庄,（出租）出租裕华裕华周边仓库,区域：裕华 裕华周边 ,地段：南三环裕翔街附近,面积：300㎡,租金：1900元/月  
河北,石家庄,（出租）出租新华五七仓库,区域：新华 五七 ,地段：57路与友谊大街附近,面积：2500㎡,租金：面议  
河北,石家庄,（出租）石铜路紧临红旗大街夜市仓库15平米,区域：桥西 石铜路 ,地段：紧临红旗大街夜市附近,面积：15㎡,租金：300元/月  
河北,石家庄,（出租）出租栾城400平米仓库11111元/月,区域：栾城 ,地段：308与三环交叉口附近,面积：400㎡,租金：11111  
河北,石家庄,（出租）栾城3O8与三环交又口仓库4000㎡,区域：栾城 ,地段：3O8与三环交又口附近,面积：4000㎡,租金：11111元/月  
河北,石家庄,（出租）元氏姬村镇二层小楼，九室四厅两卫1000平米,区域：石家庄周边 元氏 ,地段：姬村镇附近,面积：1000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租栾城2500平米仓库1000元/月,区域：栾城 ,地段：308国道卓达太阳城附近,面积：2500㎡,租金：1000  
河北,石家庄,（出租）东临裕翔街润丰物流西临107国道北行1千米到南三环南行,区域：栾城 ,地段：樊家屯村西口近临107附近,面积：800㎡,租金：200元/㎡/天  
河北,石家庄,（出租）出租南三环与308国道7000平米,区域：栾城 ,地段：南三环与308国道交口附近,面积：7000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租长安-建华8平米地下室200元/月,区域：长安 建华 ,地段：建华商场附近附近,面积：8㎡,租金：200  
河北,石家庄,（出租）出租长安-建华8平米地下室200元/月,区域：长安 建华 ,地段：建华商场附近附近,面积：8㎡,租金：200  
河北,石家庄,（出租）日光温室大棚出租,None,地段：河北邯郸市成安县附近,面积：46000㎡,租金：面议  
河北,石家庄,（出租）出租鹿泉630平米仓库5000元/月,区域：鹿泉 ,地段：石家庄物流园附近附近,面积：630㎡,租金：5000  
河北,石家庄,（出租）出租开发区经济技术开发区仓库,区域：开发区 经济技术开发区 ,地段：北席附近,面积：400㎡,租金：面议  
河北,石家庄,（出租）107国道南三环陶瓷市场附近仓库招出租,区域：鹿泉 ,地段：107国道南三环附近附近,面积：40000㎡,租金：面议  
河北,石家庄,（出租）出租裕华西京北村紧邻方兴路7米高厂房库房有办公住宿,区域：裕华 裕华 ,地段：方兴路与新元高速交口附近,面积：300㎡,租金：4000元/月  
河北,石家庄,（出租）北外环正规厂房仓库680平出租，可进大车有办公室宿舍,区域：长安 建北 ,地段：翠屏路（高铁下）附近,面积：680㎡,租金：9元/月  
河北,石家庄,（出租）出租裕华体育南大街南焦加油站附近仓库,区域：裕华 体育南大街 ,地段：308国道与方兴路交口附近或南焦加油站,面积：260㎡,租金：0.3元/㎡/天  
河北,石家庄,（出租）南三环欲翔大街交口仓库1200平米,区域：栾城 ,地段：南三环欲翔大街交口附近,面积：1200㎡,租金：1元/㎡/天  
河北,石家庄,（出租）(出租)厂地出租(鹿泉铜冶),区域：鹿泉 ,地段：石家庄鹿泉铜冶镇附近,面积：888㎡,租金：2800元/月  
河北,石家庄,（出租）出租全新仓库,配置全,价格优,区域：新华 新华周边 ,地段：古城西路植物园街附近,面积：600㎡,租金：5000元/月  
河北,石家庄,（出租）出租库房厂房,区域：栾城 ,地段：南位村南附近或107国道,面积：3000㎡,租金：面议  
河北,石家庄,（出租）出租栾城马家庄130平米仓库600元/月,区域：栾城 ,地段：栾城镇马家庄附近,面积：130㎡,租金：600  
河北,石家庄,（出租）东营村北友谊大街边仓储租赁（价格面议）,区域：新华 友谊街口 ,地段：东营村北友谊大街边附近,面积：3100㎡,租金：20000元/月  
河北,石家庄,（出租）出租新华高柱仓库,区域：新华 高柱 ,地段：石家庄北站北边滨华路附近,面积：180㎡,租金：面议  
河北,石家庄,（出租）出租桥东汇通路仓库,区域：桥东 汇通路 ,地段：胜利大街南二环附近或塔坛商贸城附近,面积：200㎡,租金：面议  
河北,石家庄,（出租）无极幸福街北二街以前的医药市场,区域：石家庄周边 无极 ,地段：幸福街北二街以前的医药市附近,面积：50㎡,租金：800元/月  
河北,石家庄,（出租）学府路多个库房/厂房出租,区域：新华 五七 ,地段：友谊北大街政法学院对过附近,面积：1000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）出租桥西-桥西周边130平米仓库1800元/月,区域：桥西 桥西周边 ,地段：上庄工业园区附近,面积：130㎡,租金：1800  
河北,石家庄,（出租）出租桥西-槐安路130平米仓库1800元/月,区域：桥西 槐安路 ,地段：上庄工业园区附近,面积：130㎡,租金：1800  
河北,石家庄,（出租）胜北华北鞋城，华北灯具城附近厂房600平米,区域：长安 胜北 ,地段：华北鞋城，华北灯具城附近附近,面积：600㎡,租金：9元/月  
河北,石家庄,（出租）出租桥西红旗大街南三环外仓库,区域：桥西 ,地段：红旗大街附近或四季阳光城南行50米,面积：80㎡,租金：580元/月  
河北,石家庄,（出租）东尹村库房出租,区域：栾城 ,地段：裕翔街附近或东尹村,面积：200㎡,租金：面议  
河北,石家庄,（出租）出租裕华-裕华周边5000平米仓库67500元/月,区域：裕华 裕华周边 ,地段：裕华区107国道附近,面积：5000㎡,租金：67500  
河北,石家庄,（出租）出租新华-新华周边2000平米仓库1元/月,区域：新华 新华周边 ,地段：古城西路、石青路附近附近,面积：2000㎡,租金：1  
河北,石家庄,（出租）南高基村北仓库1200平米,区域：新华 ,地段：南高基村北附近,面积：1200㎡,租金：11111111.11元/㎡/天  
河北,石家庄,（出租）出租厂房。仓库,区域：开发区 长江大道 ,地段：长江大道附近或东三环,面积：100㎡,租金：面议  
河北,石家庄,（出租）出租4亩独院,区域：桥西 红旗 ,地段：南二环红旗大街汇丰路东头附近,面积：2600㎡,租金：1  
河北,石家庄,（出租）出租植物园附近仓库,区域：鹿泉 ,地段：植物园附近或北斗路,面积：800㎡,租金：面议  
河北,石家庄,（出租）西营物流园，面积三万平米,区域：新华 新华周边 ,地段：友谊北大街附近,面积：30000㎡,租金：12元/月  
河北,石家庄,（出租）出租桥西-红旗8平米仓库100元/月,区域：桥西 红旗 ,地段：桥西区南二环内附近,面积：8㎡,租金：100  
河北,石家庄,（出租）裕华区国标高规格厂房、库房招租,区域：裕华 翟营大街 ,地段：翟营南大街方村北附近或众美三期,方村,面积：5000㎡,租金：面议  
河北,石家庄,（出租）县城西郊环城路以西五百米厂房400平米,区域：栾城 ,地段：县城西郊环城路以西五百米附近,面积：400㎡,租金：100元/月  
河北,石家庄,（出租）出租开发区仓库，厂房,区域：开发区 经济技术开发区 ,地段：泰山街附近或大西帐村,面积：8000㎡,租金：0.3元/㎡/天  
河北,石家庄,（出租）出租库房，价格优惠。,区域：裕华 塔冢 ,地段：东临体育大街西临建设大街附近,面积：150㎡,租金：1600元/月  
河北,石家庄,（出租）石铜路永壁村西仓库300平米,区域：桥西 石铜路 ,地段：永壁村西附近,面积：300㎡,租金：2760元/月  
河北,石家庄,（出租）周家庄新民居车库(可做库房),区域：石家庄周边 晋州 ,地段：周家庄新民居附近或信誉楼,面积：20㎡,租金：面议  
河北,石家庄,（出租）棉五建设大街与光华路仓库出租,区域：桥东 建设北大街 ,地段：建设大街与光华路棉五附近附近或棉五旁边,面积：500㎡,租金：面议  
河北,石家庄,（出租）南长街粮局宿舍小房出租,区域：桥西 中华南大街 ,地段：南长街64号附近或缔景城保龙仓,面积：10㎡,租金：100元/月  
河北,石家庄,（出租）高邑、柏乡,五个3000㎡的仓库出租,区域：石家庄周边 高邑 ,地段：393省道与赵辛线交口附附近或柏乡固城店镇固北村段南侧,面积：15000㎡,租金：面议  
河北,石家庄,（出租）出租长安建华大街仓库有水有电,区域：长安 建北 ,地段：建华大街附近或建华大街临街,面积：220㎡,租金：面议  
河北,石家庄,（出租）裕华南二环与东二环交界厂房1000平米,区域：裕华 裕华 ,地段：南二环与东二环交界附近,面积：1000㎡,租金：251元/㎡/天  
河北,石家庄,（出租）出租车位:石家庄市新华区西三庄街12号,区域：新华 北苑 ,地段：西三庄街与中旺路交口附近或二手车交易市场,面积：1000㎡,租金：面议  
河北,石家庄,（出租）赵二街工业园区二楼办公室5间,区域：新华 赵陵铺 ,地段：中华北大街附近或赵陵路,面积：200㎡,租金：面议  
河北,石家庄,（出租）出租新华高柱仓库半地下车库冬暖夏凉可进大车,区域：新华 高柱 ,地段：滨华路与高东街附近或西行200米,面积：240㎡,租金：4000元/月  
河北,石家庄,（出租）出租南三环裕翔街附近450平米库放,区域：栾城 ,地段：南三环裕翔街南1里附近或润丰物流,面积：450㎡,租金：面议  
河北,石家庄,（出租）厂房库房出租,区域：开发区 开发区周边 ,地段：307国道副线附近或赵村桥西侧100m路南,面积：800㎡,租金：面议  
河北,石家庄,（出租）出租桥东-柳辛庄250平米仓库1500元/月,区域：桥东 胜北 ,地段：柳辛庄菜市场北行50路西附近,面积：250㎡,租金：1500  
河北,石家庄,（出租）仓库厂房出租,区域：藁城 ,地段：良村开发区附近或青岛啤酒厂,面积：1500㎡,租金：面议  
河北,石家庄,（出租）太行大街厂房出租,太行大街南三环22亩空地出租,区域：开发区 经济技术开发区 ,地段：太行大街格力空调附近附近或格力空调,面积：2330㎡,租金：面议  
河北,石家庄,（出租）出租桥西祥云国际地下仓库,区域：桥西 ,地段：祥云国际附近或地下小房,面积：13㎡,租金：面议  
河北,石家庄,（出租）仓库200平米+二层楼房东三环炼油厂附,区域：开发区 经济技术开发区 ,地段：东三环炼油厂附近附近,面积：400㎡,租金：3000元/月  
河北,石家庄,（出租）出租裕华裕东仓库,区域：裕华 裕东 ,地段：308国道附近或方村,面积：130㎡,租金：10000元/㎡/天  
河北,石家庄,（出租）新华周边汇君城仓库64平米,区域：新华 新华周边 ,地段：汇君城附近,面积：64㎡,租金：260元/月  
河北,石家庄,（出租）出租北高营御景阁仓库,区域：长安 ,地段：北高营附近,面积：110㎡,租金：700元/月  
河北,石家庄,（出租）金马银通36井楼车库仓库20平米,区域：裕华 金马 ,地段：银通36井楼车库附近,面积：20㎡,租金：600undefined  
河北,石家庄,（出租）出租开发区-经济技术开发区430平米仓库8元/月,区域：开发区 经济技术开发区 ,地段：内陆港附近,面积：430㎡,租金：8  
河北,石家庄,（出租）出租新华-联盟22平米仓库260元/月,区域：新华 联盟 ,地段：农机街和联盟路交口附近,面积：22㎡,租金：260  
河北,石家庄,（出租）厂房库房出租,区域：藁城 ,地段：石家庄东三环辅路边附近或石家庄炼油厂,面积：1000㎡,租金：面议  
河北,石家庄,（出租）出租新华-新华路25平米仓库700元/月,区域：新华 新华路 ,地段：新华集贸市场附近，附近,面积：25㎡,租金：700  
河北,石家庄,（出租）东三环北五女两幢三层楼出租,区域：长安 长安周边 ,地段：-东三环和307国道附近附近或北五女村,面积：1000㎡,租金：面议  
河北,石家庄,（出租）精英中学东二环学苑路西仰陵村南工仓库1500平米,区域：开发区 精英中学 ,地段：东二环学苑路西仰陵村南工附近,面积：1500㎡,租金：11111元/月  
河北,石家庄,（出租）省博物馆范华小区8号楼仓库6平米,区域：长安 省博物馆 ,地段：范华小区8号楼附近,面积：6㎡,租金：200元/月  
河北,石家庄,（出租）白佛东方红仓库40平米,区域：长安 白佛 ,地段：东方红附近,面积：40㎡,租金：500元/月  
河北,石家庄,（出租）出租裕华-裕华周边700平米仓库1元/月,区域：裕华 裕华周边 ,地段：南村村北附近,面积：700㎡,租金：1  
河北,石家庄,（出租）南栗村仓兴街2号仓库2500平米,区域：裕华 ,地段：南栗村仓兴街2号附近,面积：2500㎡,租金：10000元/月  
河北,石家庄,（出租）西兆通镇东庄村仓库260平米,区域：开发区 黄河大道 ,地段：西兆通镇东庄村附近,面积：260㎡,租金：1元/㎡/天  
河北,石家庄,（出租）胜北华北鞋城，华北灯具城对面仓库600平米,区域：长安 胜北 ,地段：华北鞋城，华北灯具城对面附近,面积：600㎡,租金：9元/月  
河北,石家庄,（出租）赵陵铺北二环红星街仓库120平米,区域：新华 赵陵铺 ,地段：北二环红星街附近,面积：120㎡,租金：12元/㎡/天  
河北,石家庄,（出租）130+100+54(带院子)建华大街塔南路口,区域：裕华 ,地段：建华大街塔南路口附近,面积：280㎡,租金：1元/㎡/天  
河北,石家庄,（出租）京昆高速口鹿泉东下口仓库1000平米,区域：鹿泉 ,地段：厂房仓库出租鹿泉附近,面积：1000㎡,租金：1元/㎡/天  
河北,石家庄,（出租）紧邻东三环与丰产路附近仓库1000平方米平米,区域：藁城 ,地段：紧邻东三环与丰产路附近附近,面积：1000㎡,租金：2元/㎡/天  
河北,石家庄,（出租）出租桥西红旗仓库,区域：桥西 红旗 ,地段：汇新路附近或荣盛城,面积：150㎡,租金：面议  
河北,石家庄,（出租）石铜路宇翔物流对过仓库108平米,区域：桥西 石铜路 ,地段：宇翔物流对过附近,面积：108㎡,租金：1800元/月  
河北,石家庄,（出租）南三环与太行大街交口西2000米处新建厂房,区域：石家庄周边 ,地段：南三环附近,面积：600㎡,租金：12元/月  
